5.3192 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
323621.8374 	EXP 	distractor
323623.2412 	EXP 	baseLine
323624.6463 	EXP 	baseLine
323626.0497 	EXP 	baseLine
323627.4527 	EXP 	distractor
323628.8621 	EXP 	target
323630.2666 	EXP 	target
323631.6709 	EXP 	baseLine
323633.0769 	EXP 	baseLine
323634.4884 	EXP 	target
323635.8960 	EXP 	baseLine
323637.3062 	EXP 	target
323638.7099 	EXP 	baseLine
323640.1150 	EXP 	baseLine
323641.5217 	EXP 	distractor
323642.9247 	EXP 	baseLine
323644.3295 	EXP 	baseLine
323645.7330 	EXP 	baseLine
323647.1372 	EXP 	baseLine
323648.5414 	EXP 	baseLine
323649.9462 	EXP 	target
323651.3523 	EXP 	baseLine
323652.7557 	EXP 	baseLine
323654.1624 	EXP 	baseLine
323655.5679 	EXP 	baseLine
323656.9718 	EXP 	distractor
323658.3800 	EXP 	distractor
323659.7900 	EXP 	target
323661.1939 	EXP 	target
323662.5976 	EXP 	baseLine
323664.0022 	EXP 	baseLine
323665.4066 	EXP 	baseLine
323666.8131 	EXP 	distractor
323668.2177 	EXP 	baseLine
323669.6220 	EXP 	baseLine
323671.0264 	EXP 	target
323672.4326 	EXP 	baseLine
323673.8369 	EXP 	target
323675.2425 	EXP 	baseLine
323676.6457 	EXP 	distractor
323678.0498 	EXP 	target
323679.4548 	EXP 	target
323680.8627 	EXP 	target
323682.2660 	EXP 	baseLine
323683.6694 	EXP 	distractor
323685.0752 	EXP 	baseLine
323686.4809 	EXP 	distractor
323687.8916 	EXP 	baseLine
323689.3007 	EXP 	baseLine
323690.7065 	EXP 	distractor
323692.1113 	EXP 	baseLine
323693.5159 	EXP 	baseLine
323694.9218 	EXP 	baseLine
323696.3246 	EXP 	baseLine
323697.7294 	EXP 	target
323699.1338 	EXP 	baseLine
323700.5378 	EXP 	baseLine
323701.9415 	EXP 	baseLine
323703.3492 	EXP 	baseLine
323704.7542 	EXP 	distractor
323706.1606 	EXP 	baseLine
323707.5651 	EXP 	baseLine
323708.9733 	EXP 	baseLine
323710.3759 	EXP 	baseLine
323711.7813 	EXP 	baseLine
323713.1859 	EXP 	baseLine
323714.5896 	EXP 	baseLine
323715.9941 	EXP 	baseLine
323717.4017 	EXP 	distractor
323718.8097 	EXP 	baseLine
323720.2140 	EXP 	baseLine
323721.6169 	EXP 	baseLine
323723.0204 	EXP 	target
323724.4252 	EXP 	baseLine
323725.8289 	EXP 	baseLine
323727.2355 	EXP 	baseLine
323728.6395 	EXP 	target
323730.0440 	EXP 	baseLine
323731.4482 	EXP 	baseLine
323732.8598 	EXP 	baseLine
323734.2635 	EXP 	target
323735.6722 	EXP 	baseLine
323737.0796 	EXP 	distractor
323738.4854 	EXP 	baseLine
323739.8892 	EXP 	baseLine
323741.2935 	EXP 	baseLine
323742.6994 	EXP 	distractor
323744.1167 	EXP 	target
323745.5235 	EXP 	target
323746.9265 	EXP 	target
323748.3309 	EXP 	target
323749.7384 	EXP 	baseLine
323751.1462 	EXP 	baseLine
323752.5504 	EXP 	baseLine
323753.9525 	EXP 	target
323755.3623 	EXP 	baseLine
323756.7682 	EXP 	distractor
323758.1794 	EXP 	baseLine
323759.5859 	EXP 	baseLine
323760.9905 	EXP 	baseLine
323762.3951 	EXP 	target
323763.7978 	EXP 	baseLine
323765.2009 	EXP 	baseLine
323766.6068 	EXP 	target
323768.0117 	EXP 	baseLine
323769.4209 	EXP 	target
323770.8268 	EXP 	distractor
323772.2329 	EXP 	distractor
323773.6374 	EXP 	baseLine
323775.0417 	EXP 	target
323776.4463 	EXP 	baseLine
323777.8500 	EXP 	baseLine
323779.2545 	EXP 	baseLine
323780.6589 	EXP 	distractor
323782.0641 	EXP 	baseLine
323783.4686 	EXP 	baseLine
323784.8753 	EXP 	baseLine
323786.2776 	EXP 	baseLine
323787.6831 	EXP 	baseLine
323789.0877 	EXP 	target
323790.4945 	EXP 	baseLine
323791.8992 	EXP 	baseLine
323793.3043 	EXP 	distractor
323794.7073 	EXP 	baseLine
323796.1109 	EXP 	baseLine
323797.5178 	EXP 	baseLine
323798.9244 	EXP 	distractor
323800.3272 	EXP 	distractor
323801.7363 	EXP 	baseLine
323803.1428 	EXP 	target
323804.5490 	EXP 	baseLine
323805.9530 	EXP 	baseLine
323807.3569 	EXP 	baseLine
323808.7615 	EXP 	baseLine
323810.1645 	EXP 	target
323811.5679 	EXP 	baseLine
323812.9733 	EXP 	baseLine
323814.3805 	EXP 	baseLine
323815.7889 	EXP 	baseLine
323817.1933 	EXP 	distractor
323818.5967 	EXP 	baseLine
323819.9992 	EXP 	baseLine
323821.4054 	EXP 	baseLine
323822.8103 	EXP 	distractor
323824.2213 	EXP 	baseLine
323825.6243 	EXP 	baseLine
323827.0299 	EXP 	baseLine
323828.4373 	EXP 	baseLine
323829.8429 	EXP 	target
323831.2487 	EXP 	baseLine
323832.6532 	EXP 	baseLine
323834.0580 	EXP 	target
323835.4625 	EXP 	baseLine
323836.8654 	EXP 	baseLine
323838.2713 	EXP 	distractor
323839.6760 	EXP 	baseLine
323841.0805 	EXP 	target
323842.4907 	EXP 	baseLine
323843.8979 	EXP 	distractor
323845.3071 	EXP 	baseLine
323846.7115 	EXP 	baseLine
323848.1159 	EXP 	baseLine
323849.5240 	EXP 	target
323850.9329 	EXP 	baseLine
323852.3372 	EXP 	distractor
323853.7497 	EXP 	distractor
323855.1537 	EXP 	baseLine
323856.5590 	EXP 	baseLine
323857.9622 	EXP 	baseLine
323859.3679 	EXP 	baseLine
323860.7716 	EXP 	baseLine
323862.1755 	EXP 	baseLine
323863.5797 	EXP 	target
323864.9862 	EXP 	distractor
323866.3895 	EXP 	baseLine
323867.7928 	EXP 	target
323869.1996 	EXP 	distractor
323870.6031 	EXP 	baseLine
323872.0088 	EXP 	baseLine
323873.4127 	EXP 	baseLine
323874.8169 	EXP 	baseLine
323876.2236 	EXP 	baseLine
323877.6273 	EXP 	baseLine
323879.0341 	EXP 	baseLine
323880.4371 	EXP 	baseLine
323881.8431 	EXP 	baseLine
323888.2060 	EXP 	startBlock
323888.2085 	DATA 	Keypress: space
323888.2139 	EXP 	target
323889.6168 	EXP 	baseLine
323891.0208 	EXP 	baseLine
323892.4267 	EXP 	target
323893.8321 	EXP 	target
323895.2374 	EXP 	baseLine
323896.6447 	EXP 	baseLine
323898.0479 	EXP 	target
323899.4541 	EXP 	distractor
323900.8579 	EXP 	baseLine
323902.2628 	EXP 	distractor
323903.6668 	EXP 	baseLine
323905.0698 	EXP 	distractor
323906.4739 	EXP 	baseLine
323907.8767 	EXP 	target
323909.2802 	EXP 	distractor
323910.6843 	EXP 	baseLine
323912.0915 	EXP 	baseLine
323913.4963 	EXP 	baseLine
323914.8995 	EXP 	baseLine
323916.3034 	EXP 	baseLine
323917.7078 	EXP 	baseLine
323919.1150 	EXP 	baseLine
323920.5205 	EXP 	baseLine
323921.9300 	EXP 	distractor
323923.3360 	EXP 	target
323924.7396 	EXP 	baseLine
323926.1454 	EXP 	baseLine
323927.5526 	EXP 	distractor
323928.9631 	EXP 	baseLine
323930.3692 	EXP 	baseLine
323931.7743 	EXP 	baseLine
323933.1830 	EXP 	distractor
323934.5909 	EXP 	baseLine
323935.9957 	EXP 	baseLine
323937.4006 	EXP 	baseLine
323938.8096 	EXP 	baseLine
323940.2131 	EXP 	baseLine
323941.6163 	EXP 	baseLine
323943.0219 	EXP 	distractor
323944.4249 	EXP 	baseLine
323945.8293 	EXP 	baseLine
323947.2415 	EXP 	target
323948.6446 	EXP 	baseLine
323950.0490 	EXP 	baseLine
323951.4571 	EXP 	baseLine
323952.8611 	EXP 	baseLine
323954.2656 	EXP 	baseLine
323955.6716 	EXP 	baseLine
323957.0744 	EXP 	baseLine
323958.4838 	EXP 	baseLine
323959.8878 	EXP 	baseLine
323961.2914 	EXP 	baseLine
323962.7025 	EXP 	target
323964.1068 	EXP 	distractor
323965.5118 	EXP 	baseLine
323966.9205 	EXP 	baseLine
323968.3287 	EXP 	target
323969.7334 	EXP 	distractor
323971.1366 	EXP 	baseLine
323972.5423 	EXP 	distractor
323973.9492 	EXP 	baseLine
323975.3531 	EXP 	baseLine
323976.7586 	EXP 	distractor
323978.1635 	EXP 	baseLine
323979.5660 	EXP 	baseLine
323980.9708 	EXP 	baseLine
323982.3746 	EXP 	baseLine
323983.7771 	EXP 	baseLine
323985.1817 	EXP 	baseLine
323986.5868 	EXP 	distractor
323987.9904 	EXP 	baseLine
323989.3989 	EXP 	baseLine
323990.8043 	EXP 	baseLine
323992.2095 	EXP 	baseLine
323993.6149 	EXP 	distractor
323995.0209 	EXP 	baseLine
323996.4246 	EXP 	baseLine
323997.8280 	EXP 	baseLine
323999.2323 	EXP 	baseLine
324000.6372 	EXP 	baseLine
324002.0416 	EXP 	baseLine
324003.4445 	EXP 	baseLine
324004.8476 	EXP 	distractor
324006.2572 	EXP 	distractor
324007.6626 	EXP 	baseLine
324009.0681 	EXP 	distractor
324010.4723 	EXP 	target
324011.8752 	EXP 	baseLine
324013.2778 	EXP 	baseLine
324014.6866 	EXP 	target
324016.0918 	EXP 	distractor
324017.4953 	EXP 	baseLine
324018.8993 	EXP 	baseLine
324020.3034 	EXP 	baseLine
324021.7080 	EXP 	target
324023.1129 	EXP 	distractor
324024.5175 	EXP 	target
324025.9217 	EXP 	target
324027.3252 	EXP 	baseLine
324028.7291 	EXP 	baseLine
324030.1353 	EXP 	distractor
324031.5401 	EXP 	baseLine
324032.9480 	EXP 	baseLine
324034.3555 	EXP 	baseLine
324035.7651 	EXP 	distractor
324037.1721 	EXP 	baseLine
324038.5811 	EXP 	baseLine
324039.9876 	EXP 	baseLine
324041.3921 	EXP 	baseLine
324042.7981 	EXP 	target
324044.2027 	EXP 	baseLine
324045.6082 	EXP 	baseLine
324047.0148 	EXP 	baseLine
324048.4198 	EXP 	baseLine
324049.8270 	EXP 	baseLine
324051.2309 	EXP 	baseLine
324052.6373 	EXP 	baseLine
324054.0432 	EXP 	baseLine
324055.4481 	EXP 	baseLine
324056.8572 	EXP 	target
324058.2602 	EXP 	baseLine
324059.6649 	EXP 	target
324061.0683 	EXP 	distractor
324062.4738 	EXP 	baseLine
324063.8781 	EXP 	baseLine
324065.2836 	EXP 	baseLine
324066.6864 	EXP 	baseLine
324068.0909 	EXP 	baseLine
324069.4943 	EXP 	distractor
324070.8975 	EXP 	target
324072.3017 	EXP 	baseLine
324073.7121 	EXP 	target
324075.1151 	EXP 	distractor
324076.5186 	EXP 	distractor
324077.9241 	EXP 	baseLine
324079.3274 	EXP 	baseLine
324080.7314 	EXP 	baseLine
324082.1380 	EXP 	baseLine
324083.5430 	EXP 	baseLine
324084.9577 	EXP 	baseLine
324086.3610 	EXP 	baseLine
324087.7639 	EXP 	distractor
324089.1700 	EXP 	baseLine
324090.5723 	EXP 	baseLine
324091.9765 	EXP 	target
324093.3804 	EXP 	target
324094.7842 	EXP 	baseLine
324096.1903 	EXP 	distractor
324097.5949 	EXP 	target
324098.9984 	EXP 	baseLine
324100.4027 	EXP 	target
324101.8068 	EXP 	baseLine
324103.2118 	EXP 	baseLine
324104.6194 	EXP 	baseLine
324106.0256 	EXP 	baseLine
324107.4346 	EXP 	distractor
324108.8405 	EXP 	target
324110.2457 	EXP 	baseLine
324111.6486 	EXP 	baseLine
324113.0539 	EXP 	target
324114.4590 	EXP 	baseLine
324115.8683 	EXP 	target
324117.2718 	EXP 	baseLine
324118.6762 	EXP 	baseLine
324120.0809 	EXP 	target
324121.4896 	EXP 	baseLine
324122.8982 	EXP 	baseLine
324124.3095 	EXP 	baseLine
324125.7162 	EXP 	baseLine
324127.1243 	EXP 	distractor
324128.5284 	EXP 	baseLine
324129.9332 	EXP 	baseLine
324131.3371 	EXP 	baseLine
324132.7438 	EXP 	baseLine
324134.1513 	EXP 	baseLine
324135.5572 	EXP 	baseLine
324136.9616 	EXP 	distractor
324138.3664 	EXP 	baseLine
324139.7764 	EXP 	baseLine
324141.1852 	EXP 	baseLine
324142.5895 	EXP 	baseLine
324143.9936 	EXP 	baseLine
324145.3967 	EXP 	baseLine
324146.8019 	EXP 	baseLine
324148.2062 	EXP 	baseLine
324149.6104 	EXP 	baseLine
324151.0137 	EXP 	baseLine
324152.4193 	EXP 	baseLine
324153.8304 	EXP 	target
324155.2329 	EXP 	baseLine
324156.6372 	EXP 	baseLine
324158.0496 	EXP 	baseLine
324159.4541 	EXP 	baseLine
324160.8585 	EXP 	distractor
324162.2646 	EXP 	baseLine
324163.6678 	EXP 	baseLine
324165.0704 	EXP 	baseLine
324166.4745 	EXP 	baseLine
324167.8789 	EXP 	distractor
324173.6720 	DATA 	Keypress: space
324173.6733 	EXP 	startBlock
324173.6864 	EXP 	baseLine
324175.0906 	EXP 	baseLine
324176.4961 	EXP 	target
324177.9077 	EXP 	target
324179.3148 	EXP 	baseLine
324180.7213 	EXP 	baseLine
324182.1251 	EXP 	distractor
324183.5316 	EXP 	baseLine
324184.9368 	EXP 	baseLine
324186.3422 	EXP 	baseLine
324187.7480 	EXP 	distractor
324189.1521 	EXP 	baseLine
324190.5577 	EXP 	target
324191.9622 	EXP 	distractor
324193.3650 	EXP 	baseLine
324194.7697 	EXP 	baseLine
324196.1786 	EXP 	target
324197.5849 	EXP 	target
324198.9887 	EXP 	target
324200.3930 	EXP 	baseLine
324201.7997 	EXP 	baseLine
324203.2083 	EXP 	target
324204.6118 	EXP 	baseLine
324206.0159 	EXP 	distractor
324207.4213 	EXP 	baseLine
324208.8310 	EXP 	baseLine
