5.3986 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
147959.5563 	EXP 	baseLine
147960.9610 	EXP 	baseLine
147962.3657 	EXP 	baseLine
147968.6244 	DATA 	Keypress: space
147968.6265 	EXP 	startBlock
147968.6377 	EXP 	baseLine
147970.0406 	EXP 	baseLine
147971.4439 	EXP 	distractor
147972.8482 	EXP 	baseLine
147974.2547 	EXP 	distractor
147975.6583 	EXP 	target
147977.0621 	EXP 	baseLine
147978.4656 	EXP 	baseLine
147979.8709 	EXP 	baseLine
147981.2752 	EXP 	baseLine
147982.6782 	EXP 	baseLine
147984.0815 	EXP 	baseLine
147985.4868 	EXP 	target
147986.8902 	EXP 	baseLine
147988.2931 	EXP 	baseLine
147989.6977 	EXP 	target
147991.1005 	EXP 	baseLine
147992.5049 	EXP 	baseLine
147993.9077 	EXP 	target
147995.3131 	EXP 	baseLine
147996.7157 	EXP 	baseLine
147998.1187 	EXP 	baseLine
147999.5224 	EXP 	baseLine
148000.9275 	EXP 	baseLine
148002.3316 	EXP 	distractor
148003.7383 	EXP 	baseLine
148005.1419 	EXP 	target
148006.5466 	EXP 	distractor
148007.9510 	EXP 	baseLine
148009.3554 	EXP 	baseLine
148010.7600 	EXP 	baseLine
148012.1636 	EXP 	target
148013.5697 	EXP 	target
148014.9733 	EXP 	baseLine
148016.3767 	EXP 	baseLine
148017.7818 	EXP 	baseLine
148019.1869 	EXP 	baseLine
148020.5921 	EXP 	baseLine
148021.9957 	EXP 	baseLine
148023.4007 	EXP 	baseLine
148024.8038 	EXP 	target
148026.2096 	EXP 	target
148027.6124 	EXP 	baseLine
148029.0173 	EXP 	baseLine
148030.4208 	EXP 	distractor
148031.8251 	EXP 	target
148033.2278 	EXP 	baseLine
148034.6309 	EXP 	distractor
148036.0344 	EXP 	baseLine
148037.4408 	EXP 	baseLine
148038.8454 	EXP 	distractor
148040.2512 	EXP 	target
148041.6542 	EXP 	baseLine
148043.0600 	EXP 	baseLine
148044.4647 	EXP 	baseLine
148045.8708 	EXP 	baseLine
148047.2757 	EXP 	baseLine
148048.6791 	EXP 	baseLine
148050.0821 	EXP 	distractor
148051.4852 	EXP 	baseLine
148052.8910 	EXP 	distractor
148054.2944 	EXP 	baseLine
148055.6976 	EXP 	baseLine
148057.1025 	EXP 	baseLine
148058.5071 	EXP 	target
148059.9100 	EXP 	baseLine
148061.3151 	EXP 	baseLine
148062.7194 	EXP 	target
148064.1230 	EXP 	target
148065.5298 	EXP 	baseLine
148066.9330 	EXP 	baseLine
148068.3385 	EXP 	baseLine
148069.7423 	EXP 	baseLine
148071.1481 	EXP 	baseLine
148072.5536 	EXP 	baseLine
148073.9581 	EXP 	baseLine
148075.3633 	EXP 	baseLine
148076.7687 	EXP 	baseLine
148078.1742 	EXP 	baseLine
148079.5783 	EXP 	baseLine
148080.9844 	EXP 	target
148082.3893 	EXP 	distractor
148083.7933 	EXP 	distractor
148085.1964 	EXP 	distractor
148086.6014 	EXP 	baseLine
148088.0046 	EXP 	baseLine
148089.4080 	EXP 	distractor
148090.8111 	EXP 	baseLine
148092.2165 	EXP 	baseLine
148093.6217 	EXP 	distractor
148095.0276 	EXP 	baseLine
148096.4314 	EXP 	baseLine
148097.8340 	EXP 	target
148099.2366 	EXP 	baseLine
148100.6398 	EXP 	baseLine
148102.0444 	EXP 	baseLine
148103.4499 	EXP 	baseLine
148104.8533 	EXP 	baseLine
148106.2596 	EXP 	baseLine
148107.6642 	EXP 	distractor
148109.0671 	EXP 	distractor
148110.4733 	EXP 	baseLine
148111.8789 	EXP 	baseLine
148113.2844 	EXP 	baseLine
148114.6918 	EXP 	baseLine
148116.0957 	EXP 	baseLine
148117.4996 	EXP 	baseLine
148118.9070 	EXP 	baseLine
148120.3140 	EXP 	distractor
148121.7173 	EXP 	baseLine
148123.1216 	EXP 	baseLine
148124.5278 	EXP 	baseLine
148125.9351 	EXP 	baseLine
148127.3418 	EXP 	baseLine
148128.7454 	EXP 	baseLine
148130.1496 	EXP 	baseLine
148131.5552 	EXP 	baseLine
148132.9594 	EXP 	baseLine
148134.3651 	EXP 	baseLine
148135.7695 	EXP 	baseLine
148137.1735 	EXP 	baseLine
148138.5785 	EXP 	baseLine
148139.9828 	EXP 	baseLine
148141.3886 	EXP 	baseLine
148142.7922 	EXP 	distractor
148144.1974 	EXP 	baseLine
148145.6032 	EXP 	baseLine
148147.0087 	EXP 	baseLine
148148.4127 	EXP 	baseLine
148149.8159 	EXP 	baseLine
148151.2205 	EXP 	baseLine
148152.6253 	EXP 	baseLine
148154.0293 	EXP 	baseLine
148155.4364 	EXP 	target
148156.8423 	EXP 	baseLine
148158.2471 	EXP 	baseLine
148159.6510 	EXP 	baseLine
148161.0543 	EXP 	target
148162.4581 	EXP 	baseLine
148163.8643 	EXP 	baseLine
148165.2677 	EXP 	distractor
148166.6713 	EXP 	baseLine
148168.0735 	EXP 	baseLine
148169.4765 	EXP 	baseLine
148170.8829 	EXP 	baseLine
148172.2877 	EXP 	baseLine
148173.6942 	EXP 	target
148175.0983 	EXP 	distractor
148176.5026 	EXP 	distractor
148177.9090 	EXP 	baseLine
148179.3139 	EXP 	target
148180.7182 	EXP 	baseLine
148182.1245 	EXP 	baseLine
148183.5305 	EXP 	baseLine
148184.9337 	EXP 	baseLine
148186.3365 	EXP 	distractor
148187.7418 	EXP 	baseLine
148189.1447 	EXP 	baseLine
148190.5480 	EXP 	target
148191.9515 	EXP 	baseLine
148193.3560 	EXP 	baseLine
148194.7622 	EXP 	baseLine
148196.1657 	EXP 	baseLine
148197.5710 	EXP 	distractor
148198.9738 	EXP 	baseLine
148200.3787 	EXP 	baseLine
148201.7859 	EXP 	baseLine
148203.1896 	EXP 	baseLine
148204.5932 	EXP 	target
148205.9992 	EXP 	distractor
148207.4046 	EXP 	baseLine
148208.8082 	EXP 	target
148210.2126 	EXP 	baseLine
148211.6207 	EXP 	target
148213.0260 	EXP 	baseLine
148214.4304 	EXP 	baseLine
148215.8335 	EXP 	baseLine
148217.2417 	EXP 	baseLine
148218.6497 	EXP 	baseLine
148220.0531 	EXP 	distractor
148221.4570 	EXP 	distractor
148222.8617 	EXP 	baseLine
148224.2667 	EXP 	baseLine
148225.6705 	EXP 	baseLine
148227.0746 	EXP 	target
148228.4777 	EXP 	baseLine
148229.8801 	EXP 	baseLine
148231.2851 	EXP 	baseLine
148232.6873 	EXP 	baseLine
148234.0919 	EXP 	baseLine
148235.4969 	EXP 	baseLine
148236.9006 	EXP 	baseLine
148238.3039 	EXP 	baseLine
148239.7066 	EXP 	baseLine
148241.1107 	EXP 	target
148242.5166 	EXP 	baseLine
148243.9212 	EXP 	baseLine
148245.3250 	EXP 	target
148246.7285 	EXP 	distractor
148248.1330 	EXP 	target
