1.930175439322356823e+01,1.639505129296579469e+02,1.701668124346333144e+01,-7.105427357601001859e-14,3.007663152543789806e+02,3.864384809915259211e+01,2.445354478174171220e+02,3.552285287592114571e+01,2.486899575160350651e-13,3.804836560927864184e+02,2.075805208851952965e+00,5.228939902395842410e+01,3.856809112934703521e+00,-1.065814103640150279e-14,3.723173531599520203e+01,5.643426354532638101e+01,3.177514730714832467e+02,5.436076544008349032e+01,-1.989519660128280520e-13,1.013803631045074212e+03,3.171434839708782150e+01,1.245429796518400423e+02,2.642770939395959573e+01,9.592326932761352509e-14,1.052431860927716571e+03,3.325028346595345852e+01,2.796310294911565961e+02,1.001969987013493864e+02,1.136868377216160297e-13,3.059493578033014273e+03,3.971303602362538321e+00,3.527406105335472830e+01,3.073120662928680247e+00,2.664535259100375697e-15,1.138683633313015520e+01,2.144314517547213939e+01,1.293135746240407116e+02,2.362617959102547971e+01,6.128431095930864103e-14,1.172779098302527530e+02,6.447422735746602029e+01,3.487338026882101758e+02,6.683030040885930134e+01,-2.984279490192420781e-13,2.470185458669333002e+03,1.111365057127854072e+01,7.648305536247946179e+01,8.351422282428250909e+00,4.085620730620576069e-14,8.158687578604286728e+01,9.232199137388812815e+00,5.188330304334454723e+01,3.066371539711480132e+00,1.332267629550187849e-14,1.944877776323622243e+01,-2.749205729814947929e+00,2.981979228725876396e+01,4.890007647880973707e+01,-9.947598300641402602e-14,1.319414894333175198e+03,1.377974855240293017e+01,1.026149673315000683e+02,1.375815441110454884e+01,4.884981308350688778e-15,6.694175184319944094e+01
2.396956324432879626e+01,1.261734940514517689e+02,2.155204223991325918e+01,1.900701818158267997e-13,3.851057527172864638e+02,1.138611444060917144e+01,5.513925909898158118e+00,-2.180842316077908905e-01,-9.592326932761352509e-14,1.917406004430095834e+02,1.738973610737841824e+01,9.987002352547168016e+01,1.129163921436582285e+01,1.278976924368180335e-13,8.831293636144010861e+01,-7.898182902511052816e-02,1.362688580890991830e+02,1.010671659742132888e+01,2.131628207280300558e-14,1.100584767950949072e+03,2.896618966292335529e+01,3.272392628875763876e+02,2.613580373665104872e+01,-4.689582056016661227e-13,9.659942700987148783e+02,-5.328427817006602396e+00,1.269808825528006508e+02,-9.717324584884952543e+00,5.453415496958768927e-13,1.952150023991423041e+03,1.143087643316471969e+01,7.537770949251608954e+01,1.094579318918589550e+01,-6.217248937900876626e-14,7.045447721976586308e+01,2.318900831317372280e+01,1.518934559999628959e+02,2.611151563537630693e+01,-7.815970093361102045e-14,1.520591759950276867e+02,1.088259986692381531e+01,2.247894453104114234e+02,1.942180513932413177e+01,1.030286966852145270e-13,3.051191691242740944e+03,1.006180483132160042e+01,6.945084114818305920e+01,6.486427817972014509e+00,2.486899575160350651e-14,3.975109355077542972e+01,1.103484781198675435e+01,8.781022343880398751e+01,7.677170669033816175e+00,-1.207922650792170316e-13,4.140417389384264624e+01,6.194310809797999084e+00,1.729346878021808323e+02,1.668898718026431283e+01,1.327826737451687222e-13,5.410587755867618398e+02,6.256636213818754122e+00,5.630118699029888596e+00,1.382325035811134084e+00,2.220446049250313081e-14,5.541598671030862988e+01
4.300298842207831207e+00,2.922612115714429137e-01,4.693027703232211856e+00,4.973799150320701301e-14,1.479696564973550892e+02,7.600929682888602379e+00,3.327761089036818021e+01,1.771754258346019739e+01,2.664535259100375697e-15,4.905756613637289121e+01,4.558622816474615647e+00,3.053677758992657587e+01,6.203735273675889061e+00,1.176836406102665933e-13,1.997979020417291096e+01,-2.698489472202316009e+01,-2.502873919410158692e+02,8.544928074651943817e+00,-5.684341886080801487e-14,1.202269596021521693e+03,3.016296471859019235e+01,1.252164974390683767e+02,5.236911838053713097e+01,7.815970093361102045e-14,2.547244454838572892e+03,1.848292437494632878e+01,2.685919271774146182e+02,-7.231944492876603903e+00,1.989519660128280520e-13,2.223465986605883245e+03,1.027360533934152720e+01,6.258487860403068481e+01,5.621909345174707084e+00,-1.025846074753644643e-13,2.569357489443487097e+01,8.368102794610347672e+00,7.235285394684856897e+01,4.141955073554746569e+00,-8.526512829121202230e-14,4.605703153438012265e+01,-1.731654654816207639e+01,-2.512923036270410648e+02,1.005845295189952182e+01,-1.989519660128280520e-13,2.308059220959230515e+03,1.329760267611549374e+01,6.951439899093091412e+01,9.124056727591511873e+00,-2.836619827917274961e-14,3.581991973800538176e+01,9.644353497236053840e+00,7.899127968612516781e+01,6.797674231343047602e+00,-6.039613253960851580e-14,3.790420307203223160e+01,3.565326954349049338e+00,2.182804796815538495e+01,4.431425730243983452e+00,2.220446049250313081e-15,7.586619936379494611e+00,3.776285697942216135e+00,1.745671327911825088e+01,2.688690410878258330e+00,-1.376676550535194110e-14,1.113600078753674438e+01
6.871860406556436374e+00,3.284864682313956763e+01,3.206458245672251905e+00,4.218847493575594854e-14,6.335531058949866434e+01,6.375286914613592870e+00,5.488230395027526498e+01,8.521264263005397410e+00,-5.861977570020826533e-14,6.337282880842544586e+01,-1.089399163396664649e+00,-2.346489133506349134e+00,2.326519291280388924e+00,7.993605777301127091e-15,1.939656418181997211e+01,-4.209333705039972173e+00,3.112118797632550837e+01,-2.309015611628974085e+01,-8.926193117986258585e-14,1.067911029102191151e+03,-4.649990338530332501e+00,-6.740515523092182093e+01,-1.861672457209149201e+01,-7.425171588693046942e-13,6.336674371372666883e+02,3.345231445360673206e+01,2.598729605085478624e+02,3.697023329038933070e+01,-1.989519660128280520e-13,8.876744976135488514e+02,5.160744500683123626e+00,2.643194462818032875e+01,3.136595359713065800e+00,-2.220446049250313081e-15,1.084443962290722396e+01,8.644510906992199040e+00,6.598923515945200791e+01,1.185774003161522749e+01,-6.217248937900876626e-14,3.216661212916400103e+01,-1.283681134528654955e+00,2.342473850747326196e+02,-1.577131364803924640e+01,-3.259614800299459603e-13,2.307051496208512617e+03,5.835346758683272128e+00,2.262073930113297848e+01,-4.481641437415818663e-01,-1.804112415015879378e-14,1.324900341259736081e+01,5.824984746395595714e+00,3.714486181234050832e+01,4.460426199889053755e+00,-4.440892098500626162e-15,2.241027512593411686e+01,1.092006177023281621e+00,1.888288695162841790e+01,3.365765938742419916e-01,2.220446049250313081e-16,4.336889435335869791e+00,6.315999465829429838e+00,2.129485326741674101e+01,9.113458297212389425e+00,3.108624468950438313e-14,1.165852757106504001e+01
2.370210683883430747e+01,1.458359182121227775e+02,2.588308310141390933e+01,-6.705747068735945504e-14,1.696928157485603776e+02,6.391184546013293222e-01,3.302914373769156242e+01,2.854768657676315513e+01,4.973799150320701301e-14,2.181588521889659660e+02,6.831685053658718587e+00,3.738188250015298308e+01,4.871108616798700552e-01,-5.195843755245732609e-14,1.674306894535042645e+01,7.798772159111373981e+01,3.926184618940242217e+02,7.616331712715501112e+01,-6.199485369506874122e-13,1.500864899058051606e+03,6.805506348143799755e+01,3.724903090623183743e+02,3.511850950382471126e+01,-8.242295734817162156e-13,2.579668604621442228e+03,-9.102308740023249811e+01,-3.675154211927507504e+02,9.986924501096500251e+01,-4.973799150320701301e-14,6.913779561278534857e+03,9.677458822916986669e-01,3.851408074045171492e+00,1.304194369777267326e-02,3.730349362740525976e-14,1.477231824672106519e+01,-1.645444587597497588e+01,-6.727551215523442352e+01,5.419136994029207344e+00,8.437694987151189707e-14,1.635842202727469044e+02,1.357650337265887117e+02,7.693476020157654602e+02,1.348775274183825275e+02,-8.086864511369640240e-13,5.300911808492065575e+03,-3.643026649720495058e+00,-6.228590295931345722e+00,-1.011756485855561216e+00,3.108624468950438313e-15,5.603547047200306253e+01,-2.530856105518029864e+00,-1.989848926782357452e+01,-1.143926038315639993e+00,1.096900348329654662e-13,3.382037854775047947e+01,2.899398396005474776e+00,1.635401470715245509e+01,5.136375885231526439e+00,1.865174681370262988e-14,4.011716569274045519e+00,2.359203984845876789e+00,3.745876386326891350e+01,1.236096418162884447e+01,-3.286260152890463360e-14,1.950019890830264657e+01
1.646438722537667942e+01,1.054113487402991467e+02,9.370282002105605912e+00,7.016609515630989335e-14,7.233710062231477878e+01,1.346864592801133043e+01,4.883758146756098739e+01,8.803182916738030883e+00,-6.217248937900876626e-14,4.887425288088824260e+01,4.938135177413363053e+00,3.380578190079224044e+01,2.807625441365714902e+00,2.975397705995419528e-14,9.063344850604298841e+00,3.287059298100295734e+01,1.814651594628347766e+02,2.220258431344668537e+01,2.398081733190338127e-14,3.915474422639622389e+02,3.530534156154175918e+01,1.664111619749007787e+02,3.069875969477819044e+00,-3.552713678800500929e-14,7.768023869576569496e+02,-1.653020683226040433e+01,-2.756802750706158989e+01,4.244217353303209705e+01,-2.096101070492295548e-13,1.137434078507663799e+03,4.983548059913660566e+00,2.900612420657921575e+01,1.281515002810069692e-01,-1.909583602355269250e-14,4.893876883635443598e+00,7.302115065003810024e+00,4.322751765283424419e+01,1.642843887137692960e+01,-6.217248937900876626e-14,7.022052155019456166e+01,7.745054150313430341e+01,4.286383584910103082e+02,5.373438227525238631e+01,-2.797762022055394482e-13,1.549255208778804445e+03,-1.002864396247600265e+00,5.436952276707902598e+00,4.448413932042940555e-01,1.243449787580175325e-14,1.856082084865985493e+01,-1.143699518216003685e+00,-7.236685100972132467e+00,-1.464588987240285967e+00,-2.620126338115369435e-14,1.976028287922737903e+01,4.090058968434920672e+00,2.221396403477519854e+01,4.003738429579249747e+00,-6.883382752675970551e-15,4.082665393313704705e+00,1.677118120868190232e+00,1.509036930099670570e+01,3.018459271065625504e+00,3.019806626980425790e-14,1.057256850458123232e+01
5.054579950059196136e+00,-7.152876506907043463e+00,2.400008394511848664e+00,-1.598721155460225418e-14,9.391299368681140436e+01,1.198375974303227665e+01,5.386497891908366142e+01,3.066190333812198077e+00,4.440892098500626162e-14,4.303199951209720098e+01,7.429149957730450282e+00,3.625944678162807122e+01,5.586623610886874758e+00,1.265654248072678456e-14,2.134166328643697597e+01,-4.758236873789096322e+00,-4.285402105892789848e+01,1.350145652412615860e+01,1.634248292248230428e-13,3.882468248020763895e+02,1.508827650254842556e+00,7.102923128342773396e+01,3.267202576402277003e+01,1.421085471520200372e-13,1.276967223418026379e+03,9.543192307472845926e+01,4.896007847021729731e+02,-6.463133747010802566e+00,5.542233338928781450e-13,2.115487814007066390e+03,5.815418010132415105e+00,3.536083832620432332e+01,3.902299400881370950e+00,4.618527782440651208e-14,1.238439435075350126e+01,1.540625798425077875e+01,8.060003325585498146e+01,9.902356982462759305e+00,1.278976924368180335e-13,5.316426419895918087e+01,-6.572202201362816965e+00,-1.381841622822611839e+02,3.664831086608663213e+01,-2.557953848736360669e-13,2.236869825810934799e+03,8.416858413142810136e+00,5.057076224903480011e+01,8.596046137228276152e+00,1.199040866595169064e-14,2.120068179943784159e+01,8.017492194614206369e+00,5.245876756000946983e+01,4.182234789555749899e+00,2.842170943040400743e-14,2.503947928842321602e+01,5.822868824364457296e+00,2.848123647089078503e+01,2.452193194952147159e+00,1.892930256985891901e-14,3.642343888374446337e+00,2.455343912793624295e+00,1.453926885124937840e+01,1.313106923029307316e+00,-1.820765760385256726e-14,8.184773705076503703e+00
2.578840708702135665e+00,8.096291711382008316e+01,2.206471772721857505e+01,1.776356839400250465e-15,1.642001347485302176e+02,-7.180348519203689328e+00,-3.246371895441413358e-02,8.678791946935961121e+00,-5.416500581389982472e-14,1.543530966471569741e+02,9.684708827462815250e+00,6.324748930612830122e+01,3.336835315442082894e+00,-4.263256414560601115e-14,2.455805784897756183e+01,2.660652867704641267e+00,5.117178606299803789e+01,4.653203208444833194e+01,5.933031843596836552e-13,8.025873725526605540e+02,6.193472392419275252e+01,3.583525577287087458e+02,7.360120186212090232e+01,-4.831690603168681264e-13,3.254259221550956227e+03,-4.856499848718824808e+01,-2.836034081696565750e+02,-7.104217126956461925e+01,2.913225216616410762e-13,5.428755977585061373e+03,3.385158978793173290e+00,1.958257296666960201e+01,4.444498365581106114e+00,-1.065814103640150279e-14,7.246190886802461151e+00,-1.173387319944598772e-01,1.752715129555159024e+01,6.562730948096606731e+00,-3.019806626980425790e-14,6.466424641316282873e+01,8.480883301851006806e+00,2.207453422268504255e+02,8.338356595116934500e+01,-7.887024366937112063e-13,2.572229713692223868e+03,9.519334629242097723e-01,-2.125486710446445215e+01,4.055218800862936845e+00,-1.509903313490212895e-14,4.605479906127160916e+01,5.122259879239769553e+00,3.049826402100519473e+01,4.251121044671159588e+00,-2.220446049250313081e-15,1.132363679247935018e+01,-1.587932203048308510e+00,1.147979531870892522e+01,1.229201419193656442e+01,-8.881784197001252323e-16,2.268459858759823078e+01,1.875947475667205655e-01,2.055689810910894977e+01,2.377901677774591604e+00,-5.595524044110788964e-14,1.692123828989528178e+01
1.681353571070497566e+01,9.553506231766624524e+01,1.062289092708091154e+01,8.881784197001252323e-15,9.686578557663187894e+01,5.945410971598309224e+00,6.184118806596069362e+01,5.463709250532219563e+00,-1.243449787580175325e-14,4.749267171240958874e+01,2.329785286861741245e+00,3.201001110138417971e+01,5.104505009692163142e+00,4.440892098500626162e-14,1.467418476070732503e+01,2.833750159490680787e+01,1.573168501600626428e+02,7.547158478930241721e+00,-2.495781359357351903e-13,4.604260885963130931e+02,4.077840810067119293e+01,8.790900734806355388e+01,-8.166751520659046193e+00,-2.700062395888380706e-13,9.869446343599533975e+02,-6.639884558522890501e+00,1.521298739130167803e+02,8.798132081044101938e+01,-7.105427357601001859e-14,2.096620619914921917e+03,2.911560642438421276e+00,2.309741305700581648e+01,5.292579563351690553e+00,8.881784197001252323e-16,1.228357091518829058e+01,6.794160677562520512e+00,6.155127929426455324e+01,1.154193628173625541e+01,1.598721155460225418e-14,4.108644415378244474e+01,4.106309604428189886e+01,2.090978001703380755e+02,3.177456377542042532e+01,4.973799150320701301e-14,9.615180794100770072e+02,1.262027787853018612e+00,-3.957934138207108710e+00,8.957704225855264824e+00,-4.440892098500626162e-14,3.220727713788658519e+01,4.733647705728436073e+00,2.273751600393829264e+01,6.877353880245059337e+00,1.065814103640150279e-14,1.756036124867256731e+01,1.594404229931471351e+00,1.584743812667572627e+01,1.692534643155435115e+00,1.354472090042690979e-14,6.697148399147431874e+00,9.515022080386820846e+00,7.119383911718067282e+01,4.346432776731772307e+00,-8.437694987151189707e-15,1.951265199059674060e+01
-1.182297900837331994e+00,-1.091174521054589519e+01,3.353633726602163190e+00,2.131628207280300558e-14,7.516808563382262776e+01,1.262098995920345068e+01,5.869526638651940686e+01,3.581083970255896975e+00,4.618527782440651208e-14,3.516114346361175080e+01,2.676042488164405153e+00,9.344803289108131850e+00,7.546867810321785441e+00,-8.659739592076221015e-15,8.512529282754522697e+00,3.928152872624597336e+00,6.056051153832218148e+00,-1.304770895954555243e+01,3.552713678800500929e-14,3.328737152760079425e+02,-2.698444862667119182e+01,-2.296990448874941819e+02,-2.115549437107130615e+01,4.103384299014578573e-13,1.210699549776862796e+03,8.414391412039852014e+01,4.454845170785925461e+02,4.627994022288604725e+01,-7.105427357601001859e-15,1.858785986966506698e+03,6.116191353068565206e+00,2.616528847283893100e+01,7.201682310279423405e+00,1.421085471520200372e-14,1.734778627198926415e+01,1.149883799593001399e+01,6.334238481281121835e+01,1.385952640072108011e+01,2.575717417130363174e-14,4.459568951874219067e+01,1.052644406186243664e+00,-4.152218680072385126e+01,-1.264746499623252696e+01,7.105427357601001859e-14,8.664198193594296526e+02,1.085042587364307387e+01,3.713186553117826350e+01,9.544607232921233475e+00,-2.309263891220325604e-14,3.003354416884050337e+01,8.281149281343981983e+00,4.476276777062855672e+01,4.646874284960754053e+00,0.000000000000000000e+00,2.108518144439173270e+01,1.477685487933195763e+00,1.132596477349132513e+01,2.295091147039333812e+00,-9.769962616701377556e-15,2.548723092024342218e+00,6.342052531493001410e+00,3.232050913927034230e+01,3.676659282275903884e+00,0.000000000000000000e+00,1.087317192085070694e+01
