index,timeStamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
0,778645.4361211,11.957531454540122,3.175692540526496,-110.21953211346245,3.8942388753302097,2.005877196637897,5.492304741878677,-0.9752481170766818,9.543436940928641,0.36039434627258893,-277.62861016104137,5.023739615047177,11.342377385942129,8.359088951600642,0.0,0.0,0.0
1,778645.4361603,-157.33410066412327,6.189727810893281,-573.2575801464703,26.629852371367075,-7.047577875789713,1.3927243870633035,34.62382003667944,-122.97325847363552,-33.259917512507066,358.27668172453434,-0.40610392260286043,78.56306786446812,5.3761161522086685,0.0,0.0,0.0
2,778645.4361688,-206.5155618219634,5.243562887435779,-761.5747696169615,26.588488364703416,-14.147149746821736,-5.5564098318402175,35.26533764281726,-162.22101432243178,-46.299821333150554,566.582315294188,-4.29059671831703,81.5791319084822,3.6517605289269666,0.0,0.0,0.0
3,778645.436177,-174.21238604235626,4.156104925062255,-741.3867955190274,14.535512625713903,-17.965944568456948,-12.707800672727481,15.540130427488197,-138.36877917660948,-41.32894547103697,532.8034634035782,-5.663850174854499,50.92066545220614,3.4336466061708144,0.0,0.0,0.0
4,778645.4361837,-155.5918864478448,6.076203393446466,-714.9990262762783,9.447994650742636,-20.530806738478127,-17.160023077818984,3.1431822098494604,-125.13809154650907,-34.22390327327455,562.1403200848272,-4.5751859590036545,37.35642900847295,4.380211337564043,0.0,0.0,0.0
5,778645.4769079,-161.1176792498106,5.186369383924302,-722.8140988041613,7.585997290019149,-26.42819025302554,-21.034429915605795,-5.43195030850276,-130.88710273072883,-35.04313828734939,569.4797368898335,-4.434717674234648,29.477386130968924,5.425622318595365,0.0,0.0,0.0
6,778645.4770068,-157.13068722646977,-3.960760751191253,-712.3893503487092,-1.507234779649499,-36.280336282374186,-26.433290363190068,-22.294904953939678,-129.94461668526688,-43.97374331247556,432.66365261004745,-10.361138329612487,3.3972606484486416,5.269701790369729,0.0,0.0,0.0
7,778645.4770367,-146.67598113993196,-14.963034634247725,-694.875502496714,-11.380635604897016,-43.67667884674337,-29.58946200792021,-37.01442410695336,-122.95845251451993,-53.403007637364496,340.3458784583587,-20.8016448539084,-17.348246217377678,4.342527849084694,0.0,0.0,0.0
8,778645.4770535,-147.08692065484948,-16.942770712929562,-703.0349578477486,-9.43464210067224,-42.06987841972559,-24.92921369530684,-34.33561554338698,-120.73347803807015,-53.11959546336653,465.71383425671047,-26.245732568393457,-3.1305887256454628,4.717943209702307,0.0,0.0,0.0
9,778645.4770668,-146.1670622630208,-10.456873891076329,-710.7944336389266,1.7882611693379695,-33.738334855380934,-13.73258889237496,-21.66969541272163,-115.46803265040008,-42.39016521438483,630.9694711640343,-21.759308360704694,25.37805995717467,7.01449735307702,0.0,0.0,0.0
10,778645.5188276,-125.68241668054324,-7.436760970009854,-679.8056538813195,8.340793500861817,-28.477814007338964,-4.89262825115838,-18.304136717205008,-98.93808557338917,-33.792492117047644,576.5282006676672,-14.82327531072389,26.791429973614207,8.95884343795208,0.0,0.0,0.0
11,778645.5189715,-98.38389601574043,-15.037163405606169,-626.8444137492392,5.011093578351219,-31.914740771223254,-4.608084989940743,-27.46252876970652,-83.51310560207041,-37.80484255298602,366.6260003181432,-15.38558135089583,1.7136067129527883,8.134256980572996,0.0,0.0,0.0
12,778645.5189961,-91.1775036063842,-26.177991786565507,-591.608979266233,1.1643955200618805,-37.76356508379743,-7.730896569305002,-34.171525136523506,-84.41977037620894,-47.991240815297864,296.6430020634028,-23.454238735755034,-9.489956474718888,4.848907822584805,0.0,0.0,0.0
13,778645.5190142,-105.27318652251644,-28.95810492003304,-569.3206658597423,5.944851917947509,-35.34410849214455,-4.508583606641468,-27.71768157245225,-95.32433105485437,-49.438299502918134,463.5940486429279,-30.377879850524756,13.808986740700417,1.9048881881155673,0.0,0.0,0.0
14,778645.5190259,-113.63612280159133,-21.565039747453334,-515.545497142823,15.297763641617532,-23.463338268879074,5.361331614931358,-15.407266995124237,-96.16848919331146,-38.94980236774558,629.5689688586934,-29.15821372431357,44.515618157005406,2.7856069043480214,0.0,0.0,0.0
15,778645.5600433,-97.0875889140229,-12.664245909613921,-415.7183492301125,19.155145911766596,-11.387040051486029,12.822661761974372,-10.354928964355752,-79.79064471078058,-27.796817707089915,564.7811192881102,-20.787335559256753,49.09786040956001,9.501022620712439,0.0,0.0,0.0
16,778645.5601536,-69.41982612620993,-8.388874009380512,-317.31103209959304,16.654473013784028,-6.1454542113636315,12.877996619720513,-12.707010901258288,-60.07117340219363,-24.30734263068897,365.07234246021153,-11.303016825986424,33.80041290502364,19.198747578017556,0.0,0.0,0.0
17,778645.5601719,-59.640970798379115,-6.4319541650004295,-273.0131282515464,15.3994509343047,-5.739437822678193,9.112418786887977,-11.853113666304605,-54.32914384728402,-23.696245503260062,310.3578473101713,-6.027274921192857,31.706737460690867,23.487921912833645,0.0,0.0,0.0
18,778645.560183,-74.84112960430133,-4.0473719015977565,-273.76365600500714,17.497754558996782,-5.7623262205268215,5.275983896792915,-4.283694274248864,-63.46470692671829,-19.19689903544212,473.19726680451015,-7.618782121159935,53.31261444376237,17.032061381317245,0.0,0.0,0.0
19,778645.5601959,-90.93557483245223,-3.786535735500454,-263.08667815161004,16.120288781125396,-5.8450962678079,0.821000539186657,1.1710247328763292,-70.86970500197957,-14.153272007497506,617.8134827510864,-15.273391811125403,71.38700491531348,5.988289370218245,0.0,0.0,0.0
20,778645.5983097,-84.90359696867557,-7.972189013510165,-212.02472567348477,7.8240306409593705,-7.689679130847572,-4.33993732322335,-2.425031736977648,-62.587532600958326,-16.004491198068827,532.5598098964226,-23.541988001981103,60.64782585070333,0.883222326116049,0.0,0.0,0.0
21,778645.5984471,-65.05619673887121,-13.477540969187626,-157.79073960404708,-0.18503073647620627,-11.18859639837925,-6.588789926163931,-9.344599722892275,-45.64498334384717,-23.43355736957083,322.52878598454436,-26.280237028028075,33.57641572046,3.7982439596366975,0.0,0.0,0.0
