,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
channel_1,83.45195639895503,66.56372844332617,45.45216716399259,15.691908324981435,-17.535637725383236,-40.434373622212696,-43.361999933420336,-30.11677651840444,-12.416246156016353,1.0425857324798322,7.648777108447219,8.811248883774468,7.489012112447309,5.2319297729931495,2.9964862584100533,5.344132452035449,18.38617341167207,40.473888406171625,58.59879111685005,59.32841841224915,44.96427586502502,34.0397826259546,40.55233831557421,57.27085538109814,66.50288429270306,63.07756669764596,58.17024362259042,62.1688184672708,72.88166892485917,81.34594914204816,80.94082461562066,69.63406426034435,50.50507323752552,30.99366729321811,14.871550113210237,-5.00605540064551,-36.75403702952207,-71.35408346546652,-86.8715978846449,-76.29796587554881,-59.620994572276224,-58.58644153616675,-68.14567091190303,-65.68294215004828,-43.08136293141654,-13.836533541949969,7.835958804842167,17.27035998459793,14.483523438855489,5.886710150402118,1.706891314629405,0.9139091231195372,-6.264453790503686,-16.949859354528137,-18.64703002464353,-14.760283063961944,-22.83431599451905,-46.03211925112252,-66.8104772117301,-70.40966531208458,-60.05342356766698,-47.84092633532125,-41.034262017018094,-39.99498866611257,-44.31559812812823,-54.92923000190878,-66.9772912815744,-67.43136338042447,-50.08000921567567,-27.847705258292265,-17.28640850076671,-15.34425753221564,-6.522172326873169,10.196197549497931,17.850770199670706
channel_2,-1.334150272457841,-18.295822831002727,-34.120206132672934,-34.57948096519189,-23.788619545649624,-15.787181468202323,-15.631037440235833,-16.878684830390707,-12.252158945593642,-1.6963364359755002,7.394908568740788,6.530091980846665,-4.7729799563076085,-16.039198486574282,-15.411908550759035,-2.7482486707088207,10.955513133066132,17.50132099462811,18.76218255432764,19.25434112522533,19.082596909602504,16.87348106485276,13.15156177341074,7.700026803674948,-0.6372144516042597,-8.635115728733773,-9.669072250625383,-3.539860092892227,1.358170642111788,-0.2276517475680795,-2.613597171232453,2.39351170356394,13.587965530257485,21.57707213646116,20.455302542694504,13.260528644488344,5.062643380080235,-2.4775126284595084,-7.320142979200153,-6.4415785715305685,-1.506236990505628,3.796766504751976,11.686230047288754,24.48061572223872,33.530289001443485,27.982995115739048,12.771481478806896,4.353142223406332,9.869404005978447,20.83404445644557,25.02076225574205,17.821966815294797,4.252482845975969,-7.715766906843043,-15.89479341599768,-23.45205852077592,-31.61321535516193,-38.46834644764027,-42.063454378138815,-38.98770689345307,-25.643325991840896,-7.675905392347774,-0.4748828232874131,-10.811272239369154,-24.61432306268644,-23.404329681435783,-6.425029888003406,12.736184216086231,22.10668750813329,16.26717057468327,-1.8098822488742616,-17.439269664927934,-15.868493264207135,-1.1216302884439209,8.718525729660916
channel_3,13.83084699259612,6.250168561305121,-4.1270086796990055,-7.369854400871151,-2.38643357810204,3.712047781208044,5.611457433696569,4.963389686236259,7.470745840437154,14.378660148702629,17.931740749431086,10.750547361877915,-1.6683185709256685,-5.903803359081222,1.855120859044257,11.528958603441524,14.346248193300864,13.631080528316128,15.097284333596726,15.266878080505387,8.867757235613027,1.0498376146248762,1.0405182550242882,6.685366202025727,6.7999567107200285,-0.6269099726693361,-4.276912056083631,2.4718291399164,10.289564056420277,8.079394351257685,0.1853747401181439,0.3727073802923081,12.683931487112408,26.240018906443588,28.79070774722728,19.217164486652702,5.18427172195621,-5.062291881292104,-6.653562507604843,-1.3952874797584685,1.7845355906353644,-2.31381823458633,-5.781551504677525,0.4604597961758334,9.322907165821652,5.863830685019316,-9.747296607643689,-21.20966421207034,-17.12029412856101,-3.041027201922819,6.409669652260174,2.434659819076922,-10.09828902043916,-20.2722149152914,-25.401183107746725,-31.04393050305246,-39.316376713421725,-46.81574730035416,-50.53550926911719,-46.96053922978904,-32.18493631464201,-11.638248564209702,-0.6769746310141415,-6.229277450710136,-15.963842706981758,-14.023502709305427,0.6362611416108086,18.0376225294814,28.053058342608484,22.587259106659715,1.4393704539515273,-19.82258099413014,-22.14453824546418,-5.565470035670917,12.137325493956236
channel_4,13.489646566093768,5.242668754683445,-3.539627488324278,-4.625489718610409,-2.335342924258251,-3.8592634041165006,-6.726510816908204,-3.761513881243309,6.576804444944646,17.997172429653972,20.88981628030439,11.437866609694588,-1.1151070384880466,-2.1459846680667694,10.1624682186139,21.63475488931606,21.54416464294287,16.32969960233187,16.396062184651658,18.95080161174566,15.060383018462058,6.305737809512591,2.3743445851624085,5.317726736387555,6.97973816886968,2.9351555548929325,-0.0756908033935209,4.982725692590759,13.551903287789289,15.113177106417442,8.130061000947252,3.0435475192434263,9.048069776710996,21.80079584606987,28.328696539306534,22.171362294020717,8.905725288943694,-0.9837933927611262,-0.99895241520841,5.473136409565145,6.985152469056081,-1.710306480888245,-9.623388896661442,-4.323797553183301,7.172174635467577,6.220087818571833,-11.14241046650527,-28.80574320177747,-30.613064394076776,-16.993975822290565,-2.87189838351758,-2.44796394285206,-15.022753812130574,-28.06776358859068,-33.363387385124085,-33.381400884192935,-34.492725539349024,-41.05300581193138,-51.10356943925111,-53.284477496719326,-37.44993813485824,-12.034786596255335,1.3240303709734056,-5.414993771900379,-17.118380237782397,-16.555762232184428,-3.071133845337619,13.389934894844064,23.043226362942715,17.830197654123964,-2.252405375569123,-21.55184226051664,-21.599835070524968,-2.6951712754456567,17.93351803489704
channel_5,18.377177386175983,17.130695851905344,3.580204535511021,-8.16762260755575,-7.440854037918563,0.3552406504579515,4.383080794893127,4.290269502711376,9.3234286646642,22.23374704529086,31.65659270629521,26.00092377419845,10.033589233166726,0.9667221388519904,8.703317530475166,24.857679333642487,34.158010843483005,32.99801437555997,30.16426511069856,31.34635953961769,32.6506657531934,30.23166337991628,26.484026354329323,23.94619313086145,21.50577867474988,20.05485261474134,24.040692109895343,33.16359065923655,39.47818127876987,37.02281928995736,29.456809946809383,25.16327237931192,27.685065270050043,32.911393376185565,34.24050341143772,28.738834885579312,18.76520404948681,9.909055153562532,6.308498325679503,4.434114058394501,-4.53500112598727,-20.331043863643167,-29.452208361784532,-24.48866858379679,-17.756951684295043,-24.04213893357997,-39.48039202426893,-48.9667223904522,-45.20110579128721,-32.33923923783949,-20.22099204163417,-18.31671711157876,-26.63033807354027,-34.634573750817914,-36.18626341728752,-37.94376758209835,-47.00096687016094,-59.6706992880725,-67.06155320025955,-64.08793177751073,-51.57850376809134,-35.96388529366888,-26.3059954766491,-25.80670495200947,-27.921577359499704,-24.78895976274515,-14.647413441598758,0.9309791514501976,16.830581699900723,20.33381710655088,3.1192856758139555,-20.363135958688357,-23.973091864584426,-2.619906141228687,21.190900871784564
channel_6,11.07770412129716,9.562732452693282,3.000579329551221,-3.581585452096086,-8.747147692365914,-13.178978309326707,-13.217883242763214,-4.993132097883466,7.765431659234395,15.88650062263339,14.65093511637378,9.10212365196245,7.819384646840782,11.998641084939765,14.105282220137756,9.02953712656775,2.9561917025478537,5.662153754145558,14.601856556764831,15.744782285003526,3.940801972406797,-7.866802672483866,-6.358253356763177,4.053756493114997,8.91553865276858,4.085254525916147,-0.4261698055030926,3.543547317455478,10.192545488089788,8.267632477731707,-2.469597302971743,-10.21187388934507,-6.3596128435020285,4.399079102780641,11.421426112176672,9.90034014366977,2.5244201605305774,-4.198345643781061,-3.290867933628968,5.340881191737068,11.019150979708945,5.295044350747231,-3.3449436630605938,-0.6219311348145993,9.602987069616544,8.250781517203084,-10.922258204656682,-30.93732438323372,-32.894379341660645,-17.475197957574945,-2.239667135262629,-2.271626411562353,-15.512946605608525,-28.239931329560157,-32.354664969552104,-31.064117931063908,-30.580428263094024,-34.251016926632666,-41.185491364582425,-43.57143277776372,-31.48539901558475,-7.604797210887676,10.279525283161258,8.937507101439433,-4.628161084463784,-12.938064555416792,-6.268882999133194,12.439981321541438,30.64786585948225,31.91274537536788,11.134365292965136,-14.378536664053089,-20.681306844338675,-3.6964888026360176,19.218257759321816
channel_7,12.931745195320806,1.470089925783572,-16.520602706423507,-24.57720505059918,-18.995628046025164,-11.839612308433626,-13.36003677644746,-19.61271054524145,-18.78072264715239,-7.168222526781129,4.340368079557336,2.391270234878692,-12.50425113763518,-26.140949050539987,-26.577752163555672,-15.899479735205404,-4.677344368216065,1.2877798699508118,3.5349469078921576,3.845469740121342,2.969080772289021,3.945055278053386,7.55481071754222,6.805028928583347,-3.874851490521568,-16.075849011685612,-16.235767478173432,-6.389290994692359,-2.667513397529138,-11.34662413839672,-19.742217798115547,-14.86719453562208,0.4289563503321181,14.595409185337552,21.4401019164638,21.43916439241899,15.884240883187625,7.666636586821602,3.658231084833768,7.399905920011094,12.965292669338991,15.1473119394741,19.730489446386983,31.7834469759436,41.47774750473606,36.626503278435806,22.48907966469184,14.594291419676068,18.40309727257956,27.426156949413127,33.56032861772698,31.335678653282027,20.030364305657997,5.608931828740099,-4.8701131624937,-10.114002852347994,-13.351694124903029,-17.590776474746203,-22.195629675921907,-21.437716844229247,-10.608938718324987,4.067326126521019,9.338992113828866,1.9409201436182404,-6.224410626360141,-3.385696675636892,9.42639712484144,23.77193211567941,31.26645206529222,23.389094068347173,-1.2237163819857104,-25.75026861887432,-27.416036849563994,-5.293303685823284,17.3300108593658
channel_8,21.199421268460835,15.257506061450613,7.330944871461684,2.925511925358711,1.5511680321989283,1.1201861770724155,2.7503303054923043,7.228380845310177,13.673293957049214,21.221711405732965,26.65525770789492,24.963923678631225,17.327469698918527,12.439131084062256,15.122835328910607,20.178755621457757,22.352687329375318,24.53977858639589,29.33177997997546,31.18561921842162,25.93632537726811,20.31460230068437,22.421195420270877,28.064349685441137,26.177327705967503,15.848486286215282,8.576821472416928,11.93181098424558,19.29094086290904,20.652691747738157,17.488274054585975,20.083101287190274,32.467755142351926,45.80678649183038,47.670915545261074,34.102930815049035,11.412787824823567,-9.19798306185039,-18.121994280439267,-15.235531732589871,-11.276732353497133,-13.774861275911654,-15.038614324085671,-5.368774029854746,6.872710961789579,3.981177786862444,-14.884015354449131,-31.382263232000803,-31.18076640047376,-18.254066257189127,-7.552928774302352,-10.15019853475928,-23.96398349012077,-37.7668607647427,-44.76776919135205,-48.48971932219071,-55.13948188282492,-65.24155462511884,-72.486511876616,-67.91533116645712,-48.78393120099704,-25.8948443767831,-16.013576495550065,-22.855396425448053,-31.80892638076335,-28.051570830769272,-12.18716253365933,6.19445718873712,18.55987778666773,17.215170477643266,0.5157119113877329,-18.22432351717329,-21.77781106592022,-9.850857567347928,3.258005710243133
channel_9,22.55845754962293,15.780059650600204,0.5903164895837398,-7.187707628113755,-2.333620951826014,4.704652788573686,5.872536935654975,4.159589702696858,5.487225945333582,12.198291932367194,21.23945674380724,24.530553160676604,16.805877041771154,4.435171168212051,-0.1123198362142134,6.198753659105681,13.87604602321264,15.869572129908072,16.89475903893502,22.288884300724007,27.23692292067073,25.3078451496809,19.870886062207976,18.177162862684767,19.620426292269457,18.546490695334025,14.68555963396699,12.36252209469079,12.098311317337682,10.84078440867296,9.352552238892088,13.024038474788597,24.648275458207944,39.17478571225375,46.858836677476944,41.52967507110702,25.107249308616574,5.821985768496175,-6.145286408518127,-5.998783124376692,-0.576086106788928,-0.7504335285685788,-5.360281815801302,-3.384386532968114,5.378434750892495,6.889849158572169,-5.035893751319977,-18.30934068915049,-19.66010120529778,-10.464422479785096,-2.6640485233279567,-6.544634066766345,-21.67679637454048,-36.88907870716764,-43.06033449871703,-44.08447933334462,-49.26592256805591,-59.38644651742853,-66.49240664852798,-63.16542479221919,-48.51601155253693,-29.748757657206816,-18.769622435288756,-21.45676767836167,-29.61018789933217,-29.155256561334525,-15.977086003122322,2.474288963540715,17.226486675110863,20.7329521710214,7.90426533920316,-14.149457210225943,-26.0766079536176,-17.111321258476863,1.653306120273692
channel_10,17.02358164412543,17.230002138294612,9.567103998767662,2.952737701060572,2.577377140424886,2.229758318384703,-1.3621202081091264,-2.3957426417856578,3.5238736461019333,13.110089144741348,18.512403382533723,13.478584299474836,0.997269779219219,-6.184019146224331,0.1833926057362922,10.982436163730677,10.646504622529656,0.133963885448496,-4.53986138703707,1.5574452881363712,5.29397756600284,-0.5222778693775837,-5.227189844955576,-0.2371923073835102,6.011202634986843,2.664260574309988,-6.721239140218245,-11.093853859539742,-7.3076083235988385,-1.462751388938643,0.52008389786497,-0.8804336154388289,-0.4534771769459151,5.154553644544977,13.027015681907065,16.62154132809049,10.905234280017355,-3.3024344612891845,-15.932361435904744,-14.909036862391485,-3.1613139612673957,2.5206072722233364,-2.891520713796758,-4.61679699731451,4.616347364101193,9.230430799543054,-4.248221241948002,-24.673255325620524,-31.45202643773513,-20.08292411507237,-4.708568605079839,-2.145866788182626,-14.886572756852548,-28.559945801414877,-30.44823337615174,-26.167498091783152,-29.275237003432697,-41.08855916186223,-50.69028038412806,-48.93013112557369,-34.96154199469353,-14.710903494654794,1.4420922121337365,4.7478541899668585,-2.944940761891949,-9.930310775212426,-6.748316179843721,6.479754306674685,22.60344447138497,31.275870499374367,25.52602518973123,10.34249259140477,-1.022898813113545,-1.2090894938365675,6.749168924759839
