5.3402 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
144625.8255 	EXP 	baseLine
144627.2299 	EXP 	baseLine
144628.6390 	EXP 	target
144630.0453 	EXP 	baseLine
144631.4498 	EXP 	baseLine
144632.8584 	EXP 	target
144634.2640 	EXP 	baseLine
144635.6686 	EXP 	target
144637.0737 	EXP 	baseLine
144638.4797 	EXP 	baseLine
144639.8850 	EXP 	baseLine
144641.2917 	EXP 	baseLine
144642.7008 	EXP 	baseLine
144644.1057 	EXP 	baseLine
144645.5106 	EXP 	distractor
144646.9149 	EXP 	distractor
144648.3188 	EXP 	baseLine
144649.7235 	EXP 	baseLine
144651.1294 	EXP 	baseLine
144652.5340 	EXP 	baseLine
144653.9383 	EXP 	baseLine
144655.3425 	EXP 	baseLine
144656.7472 	EXP 	baseLine
144658.1547 	EXP 	baseLine
144659.5658 	EXP 	distractor
144660.9727 	EXP 	baseLine
144662.3764 	EXP 	baseLine
144663.7821 	EXP 	baseLine
144665.1860 	EXP 	baseLine
144666.5938 	EXP 	baseLine
144667.9986 	EXP 	baseLine
144669.4107 	EXP 	distractor
144670.8173 	EXP 	baseLine
144672.2225 	EXP 	distractor
144673.6266 	EXP 	baseLine
144675.0315 	EXP 	target
144676.4375 	EXP 	baseLine
144677.8426 	EXP 	target
144679.2458 	EXP 	baseLine
144680.6515 	EXP 	baseLine
144682.0596 	EXP 	baseLine
144683.4677 	EXP 	distractor
144684.8751 	EXP 	baseLine
144686.2786 	EXP 	distractor
144687.6852 	EXP 	target
144689.0903 	EXP 	baseLine
144690.4937 	EXP 	baseLine
144691.9007 	EXP 	baseLine
144693.3048 	EXP 	baseLine
144694.7074 	EXP 	baseLine
144696.1164 	EXP 	baseLine
144697.5219 	EXP 	target
144698.9282 	EXP 	baseLine
144700.3327 	EXP 	baseLine
144701.7382 	EXP 	baseLine
144703.1434 	EXP 	baseLine
144704.5485 	EXP 	baseLine
144705.9540 	EXP 	baseLine
144707.3625 	EXP 	distractor
144708.7681 	EXP 	baseLine
144710.1730 	EXP 	distractor
144711.5786 	EXP 	baseLine
144712.9821 	EXP 	baseLine
144714.3867 	EXP 	baseLine
144715.7946 	EXP 	baseLine
144717.1972 	EXP 	distractor
144718.6023 	EXP 	distractor
144720.0109 	EXP 	baseLine
144721.4161 	EXP 	baseLine
144722.8263 	EXP 	baseLine
144724.2348 	EXP 	baseLine
144725.6428 	EXP 	baseLine
144727.0456 	EXP 	baseLine
144728.4498 	EXP 	baseLine
144729.8542 	EXP 	distractor
144731.2588 	EXP 	baseLine
144732.6641 	EXP 	baseLine
144734.0715 	EXP 	baseLine
144735.4774 	EXP 	baseLine
144736.8801 	EXP 	baseLine
144738.2896 	EXP 	baseLine
144739.6961 	EXP 	distractor
144741.1032 	EXP 	baseLine
144742.5078 	EXP 	distractor
144743.9131 	EXP 	distractor
144745.3173 	EXP 	baseLine
144746.7224 	EXP 	distractor
144748.1259 	EXP 	target
144749.5316 	EXP 	distractor
144750.9367 	EXP 	distractor
144752.3423 	EXP 	baseLine
144753.7464 	EXP 	baseLine
144755.1539 	EXP 	target
144756.5594 	EXP 	target
144757.9651 	EXP 	baseLine
144759.3739 	EXP 	baseLine
144760.7805 	EXP 	baseLine
144762.1905 	EXP 	baseLine
144763.5965 	EXP 	distractor
144765.0021 	EXP 	baseLine
144766.4056 	EXP 	baseLine
144767.8102 	EXP 	baseLine
144769.2145 	EXP 	baseLine
144770.6195 	EXP 	baseLine
144772.0257 	EXP 	baseLine
144773.4311 	EXP 	baseLine
144774.8352 	EXP 	baseLine
144776.2382 	EXP 	baseLine
144777.6439 	EXP 	baseLine
144779.0478 	EXP 	target
144780.4524 	EXP 	baseLine
144781.8582 	EXP 	baseLine
144783.2688 	EXP 	target
144784.6734 	EXP 	baseLine
144786.0817 	EXP 	baseLine
144787.4874 	EXP 	baseLine
144788.8919 	EXP 	baseLine
144790.2967 	EXP 	target
144791.7042 	EXP 	target
144793.1104 	EXP 	baseLine
144794.5158 	EXP 	target
144795.9218 	EXP 	baseLine
144797.3262 	EXP 	baseLine
144798.7429 	EXP 	baseLine
144800.1501 	EXP 	target
144801.5552 	EXP 	baseLine
144802.9620 	EXP 	distractor
144804.3662 	EXP 	baseLine
144805.7722 	EXP 	baseLine
144807.1768 	EXP 	baseLine
144808.5829 	EXP 	baseLine
144809.9895 	EXP 	baseLine
144811.3959 	EXP 	distractor
144812.8024 	EXP 	baseLine
144814.2085 	EXP 	baseLine
144815.6135 	EXP 	baseLine
144817.0172 	EXP 	baseLine
144818.4246 	EXP 	baseLine
144819.8296 	EXP 	baseLine
144821.2352 	EXP 	baseLine
144822.6388 	EXP 	baseLine
144824.0469 	EXP 	baseLine
144825.4565 	EXP 	distractor
144826.8623 	EXP 	distractor
144828.2683 	EXP 	baseLine
144829.6745 	EXP 	baseLine
144831.0788 	EXP 	baseLine
144832.4834 	EXP 	distractor
144833.8968 	EXP 	baseLine
144835.3013 	EXP 	baseLine
144836.7051 	EXP 	baseLine
144838.1105 	EXP 	baseLine
144839.5142 	EXP 	baseLine
144840.9233 	EXP 	baseLine
144842.3271 	EXP 	baseLine
144843.7337 	EXP 	baseLine
144845.1378 	EXP 	baseLine
144846.5455 	EXP 	target
144847.9490 	EXP 	baseLine
144849.3528 	EXP 	baseLine
144850.7607 	EXP 	baseLine
144852.1657 	EXP 	baseLine
144853.5741 	EXP 	baseLine
144854.9796 	EXP 	baseLine
144856.3868 	EXP 	target
144857.7931 	EXP 	target
144859.2013 	EXP 	baseLine
144860.6051 	EXP 	baseLine
144862.0097 	EXP 	baseLine
144863.4218 	EXP 	baseLine
144864.8259 	EXP 	distractor
144866.2300 	EXP 	baseLine
144867.6345 	EXP 	baseLine
144869.0398 	EXP 	baseLine
144870.4442 	EXP 	baseLine
144871.8497 	EXP 	baseLine
