index,timeStamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
0,590983.0411395,83409.046875,-154881.9375,-128684.421875,-187500.015625,-178835.921875,-171398.90625,-139452.625,-168597.875,-178263.609375,-175444.625,-123348.9765625,-144791.25,-187500.015625,93071.859375,93073.203125,93101.921875
1,590983.0413013,89730.25,-154031.375,-127791.9609375,-187500.015625,-177047.75,-168682.265625,-136583.890625,-167961.84375,-178488.296875,-176173.828125,-124017.359375,-144920.640625,-187500.015625,93105.2109375,93106.546875,93135.2265625
2,590983.0413613,89170.25,-154364.296875,-128079.203125,-187500.015625,-177889.515625,-168913.71875,-137909.859375,-168116.234375,-178008.625,-174986.71875,-122788.125,-144649.9375,-187500.015625,93047.7890625,93048.9921875,93077.671875
3,590983.0413952,83778.6484375,-154679.59375,-128511.6640625,-187500.015625,-178333.265625,-171301.9375,-138664.828125,-168503.8125,-178552.0625,-176161.109375,-124097.375,-144954.109375,-187500.015625,93102.03125,93103.375,93132.03125
4,590983.0414116,92435.53125,-153831.515625,-127516.2109375,-187500.015625,-176768.09375,-167190.515625,-136114.171875,-167714.375,-178148.796875,-175445.21875,-123202.5,-144731.046875,-187500.015625,93063.03125,93064.234375,93093.0234375
5,590983.0783494,83374.578125,-154876.21875,-128677.8515625,-187500.015625,-178829.09375,-171384.765625,-139445.21875,-168593.78125,-178257.890625,-175436.609375,-123341.015625,-144788.046875,-187500.015625,93066.140625,93067.34375,93096.109375
6,590983.0783838,89657.9453125,-154030.828125,-127792.5859375,-187500.015625,-177049.640625,-168692.421875,-136590.921875,-167962.0,-178486.171875,-176171.734375,-124016.3984375,-144918.046875,-187500.015625,93097.828125,93099.0859375,93127.7421875
7,590983.0784317,89213.28125,-154359.296875,-128075.7421875,-187500.015625,-177880.53125,-168896.984375,-137897.875,-168113.4375,-178006.078125,-174983.25,-122787.5,-144646.875,-187500.015625,93043.296875,93044.5,93073.1796875
8,590983.0784435,83798.390625,-154683.125,-128518.3984375,-187500.015625,-178340.25,-171312.21875,-138676.28125,-168510.09375,-178550.265625,-176158.59375,-124094.71875,-144952.8125,-187500.015625,93105.34375,93106.5703125,93135.3125
9,590983.0784504,92438.765625,-153830.296875,-127518.0234375,-187500.015625,-176765.0625,-167191.734375,-136111.546875,-167717.4375,-178149.21875,-175450.328125,-123208.8046875,-144730.421875,-187500.015625,93065.4453125,93066.6484375,93095.4609375
10,590983.114238,83392.078125,-154873.453125,-128677.0234375,-187500.015625,-178825.625,-171375.234375,-139442.15625,-168594.71875,-178252.140625,-175429.96875,-123336.5234375,-144783.84375,-187500.015625,93064.375,93065.53125,93094.28125
11,590983.1142995,89609.5546875,-154032.3125,-127795.875,-187500.015625,-177053.78125,-168709.625,-136600.515625,-167966.3125,-178483.390625,-176173.796875,-124019.484375,-144917.109375,-187500.015625,93096.890625,93098.1015625,93126.890625
12,590983.1143194,89151.046875,-154350.390625,-128066.5078125,-187500.015625,-177866.828125,-168873.828125,-137880.453125,-168106.421875,-178001.359375,-174980.8125,-122785.5078125,-144645.65625,-187500.015625,93038.9609375,93040.1171875,93068.90625
13,590983.1143338,83673.6640625,-154681.875,-128517.453125,-187500.015625,-178342.203125,-171319.109375,-138683.8125,-168507.59375,-178544.21875,-176150.34375,-124088.0546875,-144948.984375,-187500.015625,93092.625,93093.8125,93122.6640625
14,590983.1143536,92427.0546875,-153826.34375,-127514.578125,-187500.015625,-176759.09375,-167187.421875,-136105.71875,-167713.453125,-178148.59375,-175451.609375,-123210.953125,-144729.5625,-187500.015625,93058.8046875,93059.96875,93088.7109375
15,590983.1548589,83393.6640625,-154870.5,-128674.8828125,-187500.015625,-178822.1875,-171366.6875,-139439.1875,-168592.234375,-178248.25,-175423.0625,-123331.0,-144780.421875,-187500.015625,93061.46875,93062.7421875,93091.5078125
16,590983.1548808,89597.75,-154034.34375,-127800.3671875,-187500.015625,-177058.21875,-168722.453125,-136609.125,-167971.03125,-178483.0625,-176174.34375,-124021.5390625,-144916.21875,-187500.015625,93097.1171875,93098.3671875,93127.09375
17,590983.1548893,89237.90625,-154346.640625,-128065.4140625,-187500.015625,-177860.40625,-168862.203125,-137871.375,-168107.21875,-177999.21875,-174979.71875,-122786.0859375,-144643.390625,-187500.015625,93040.234375,93041.28125,93070.0234375
18,590983.1548967,83713.2265625,-154684.46875,-128522.6171875,-187500.015625,-178348.171875,-171326.140625,-138694.75,-168513.734375,-178541.4375,-176147.796875,-124086.734375,-144947.328125,-187500.015625,93099.890625,93101.0078125,93129.859375
19,590983.154904,92434.1171875,-153824.28125,-127514.0625,-187500.015625,-176755.09375,-167186.578125,-136101.265625,-167714.703125,-178147.84375,-175455.09375,-123217.2578125,-144729.890625,-187500.015625,93062.7421875,93063.8984375,93092.625
20,590983.1898463,83436.578125,-154866.078125,-128670.34375,-187500.015625,-178816.328125,-171349.8125,-139432.625,-168588.953125,-178243.296875,-175415.96875,-123325.015625,-144778.953125,-187500.015625,93062.2265625,93063.5,93092.21875
21,590983.1898749,89548.1328125,-154035.453125,-127802.265625,-187500.015625,-177062.5625,-168738.03125,-136619.859375,-167972.109375,-178482.09375,-176173.671875,-124023.546875,-144915.53125,-187500.015625,93096.7578125,93098.03125,93126.796875
22,590983.1898936,89283.0625,-154339.984375,-128057.859375,-187500.015625,-177848.109375,-168838.53125,-137854.3125,-168101.65625,-177997.25,-174976.984375,-122784.1484375,-144641.328125,-187500.015625,93041.9765625,93043.0703125,93071.8828125
23,590983.1899008,83698.7890625,-154686.296875,-128525.1015625,-187500.015625,-178353.203125,-171335.4375,-138705.25,-168515.6875,-178539.078125,-176141.6875,-124082.671875,-144945.234375,-187500.015625,93100.3125,93101.453125,93130.3515625
