index,timeStamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
23,598990.2345997,-69419.6015625,-66817.4140625,-64466.34375,-117445.7421875,-96243.9765625,-110317.4375,-81329.125,-104617.3828125,-156568.265625,-90826.15625,-80138.875,-115743.8828125,-187500.015625,6863.75146484375,6831.20703125,6861.9853515625
24,598990.2346152,-70812.8046875,-69312.890625,-66823.375,-123320.71875,-101573.8359375,-117489.578125,-89257.3984375,-106202.59375,-157000.546875,-90583.0390625,-81619.1171875,-115970.015625,-187500.015625,6901.056640625,6868.3779296875,6899.15673828125
25,598990.2791,-69894.7109375,-66985.6953125,-64859.91015625,-118740.5546875,-96555.515625,-112786.4140625,-81690.8671875,-105021.234375,-157215.671875,-91906.0390625,-82409.296875,-116253.296875,-187500.015625,6931.96875,6899.33544921875,6930.04638671875
26,598990.2792125,-69998.375,-68261.0,-65690.5,-120333.5234375,-99371.25,-113313.2421875,-86033.140625,-105358.9453125,-156426.84375,-89994.203125,-79622.28125,-115560.9140625,-187500.015625,6842.38330078125,6809.8388671875,6840.5947265625
27,598990.2792344,-70757.4609375,-68548.328125,-66330.921875,-122403.4921875,-99897.765625,-117220.0390625,-86658.1796875,-106006.4375,-157472.828125,-91730.953125,-83299.65625,-116384.3046875,-187500.015625,6954.63330078125,6921.93310546875,6952.68896484375
28,598990.2792519,-69415.015625,-66792.0390625,-64448.5078125,-117404.796875,-96198.6015625,-110277.625,-81260.6796875,-104608.625,-156565.359375,-90834.2265625,-80127.2734375,-115741.3125,-187500.015625,6862.72314453125,6830.201171875,6860.93505859375
29,598990.2793257,-70804.15625,-69315.84375,-66820.515625,-123308.0234375,-101577.5,-117453.5703125,-89267.3671875,-106197.9453125,-156989.984375,-90562.71875,-81581.4765625,-115960.5390625,-187500.015625,6898.30712890625,6865.71826171875,6896.4296875
30,598990.3276746,-69902.0625,-66985.96875,-64864.29296875,-118754.3515625,-96561.8125,-112811.9375,-81699.9140625,-105026.6640625,-157220.515625,-91901.1875,-82430.0625,-116255.6015625,-187500.015625,6930.158203125,6897.52490234375,6928.32568359375
31,598990.3277237,-69983.9375,-68235.1171875,-65667.03125,-120274.203125,-99319.9296875,-113237.2421875,-85956.78125,-105343.7265625,-156412.8125,-89995.5,-79576.9921875,-115551.2578125,-187500.015625,6836.19140625,6803.55810546875,6834.38134765625
32,598990.327742,-70761.578125,-68567.8203125,-66346.015625,-122434.765625,-99939.1171875,-117242.703125,-86722.9609375,-106015.484375,-157472.0625,-91704.8046875,-83298.890625,-116380.90625,-187500.015625,6952.15234375,6919.4296875,6950.31982421875
33,598990.3277558,-69413.0078125,-66766.5390625,-64432.12109375,-117368.765625,-96152.3515625,-110252.125,-81189.9609375,-104601.6484375,-156564.8125,-90847.796875,-80127.5625,-115741.734375,-187500.015625,6861.4267578125,6828.90478515625,6859.70556640625
34,598990.3277693,-70795.6640625,-69320.4296875,-66819.0,-123297.34375,-101584.0703125,-117418.34375,-89281.515625,-106194.96875,-156978.0,-90543.875,-81542.2734375,-115950.5,-187500.015625,6895.13330078125,6862.5888671875,6893.34521484375
35,598990.3696619,-69909.8671875,-66985.875,-64868.96484375,-118766.7109375,-96566.625,-112836.59375,-81706.9609375,-105031.875,-157228.578125,-91894.015625,-82455.828125,-116258.7734375,-187500.015625,6934.11474609375,6901.34716796875,6932.10302734375
36,598990.3697938,-69975.109375,-68216.7421875,-65650.984375,-120233.8125,-99283.25,-113186.5546875,-85901.7578125,-105333.828125,-156402.578125,-90001.984375,-79534.3203125,-115543.875,-187500.015625,6836.83984375,6804.2509765625,6835.09619140625
37,598990.3698636,-70764.8828125,-68588.828125,-66361.234375,-122465.7421875,-99979.5546875,-117264.875,-86787.3984375,-106023.4453125,-157475.078125,-91681.203125,-83310.9453125,-116379.921875,-187500.015625,6952.30908203125,6919.67529296875,6950.431640625
38,598990.3698885,-69413.34375,-66743.8515625,-64418.2421875,-117339.125,-96111.5859375,-110236.5703125,-81125.921875,-104596.125,-156565.796875,-90858.546875,-80128.7890625,-115742.203125,-187500.015625,6860.599609375,6828.0107421875,6858.8115234375
39,598990.3699063,-70788.265625,-69325.7890625,-66818.1953125,-123289.0703125,-101592.6328125,-117388.6328125,-89297.296875,-106192.1328125,-156968.140625,-90528.5234375,-81507.1328125,-115942.1640625,-187500.015625,6891.8251953125,6859.236328125,6889.88037109375
40,598990.3960964,-69918.359375,-66993.3671875,-64879.11328125,-118793.171875,-96585.9140625,-112877.1328125,-81736.28125,-105039.8359375,-157235.3125,-91885.9453125,-82488.171875,-116262.265625,-187500.015625,6929.755859375,6897.14501953125,6927.87841796875
41,598990.3961813,-69964.0234375,-68193.8515625,-65630.890625,-120184.8125,-99237.6796875,-113128.3046875,-85834.921875,-105321.265625,-156392.140625,-90005.671875,-79504.5078125,-115537.796875,-187500.015625,6828.70361328125,6796.15966796875,6826.98291015625
42,598990.3962032,-70768.2578125,-68607.2734375,-66374.53125,-122495.09375,-100017.6875,-117286.84375,-86848.484375,-106030.4140625,-157474.453125,-91659.921875,-83309.46875,-116377.015625,-187500.015625,6951.10205078125,6918.28955078125,6949.0009765625
43,598990.3962159,-69412.0234375,-66726.28125,-64407.06640625,-117315.7890625,-96078.5078125,-110223.875,-81076.234375,-104590.296875,-156568.1875,-90865.8125,-80140.3671875,-115743.9296875,-187500.015625,6859.57177734375,6827.0048828125,6857.6494140625
44,598990.396271,-70781.2265625,-69327.8046875,-66815.6875,-123279.0546875,-101595.71875,-117360.921875,-89304.359375,-106188.0859375,-156959.984375,-90513.8359375,-81474.859375,-115935.078125,-187500.015625,6891.31103515625,6858.587890625,6889.32177734375
45,598990.4465238,-69925.0625,-66999.578125,-64887.046875,-118814.921875,-96600.953125,-112909.7890625,-81758.4140625,-105045.8203125,-157243.296875,-91880.0390625,-82513.0703125,-116265.3671875,-187500.015625,6933.17578125,6900.49755859375,6931.208984375
46,598990.4466225,-69956.53125,-68177.359375,-65616.8515625,-120149.546875,-99204.9765625,-113087.6875,-85785.1484375,-105312.1640625,-156386.703125,-90008.6875,-79479.2265625,-115532.9921875,-187500.015625,6833.6884765625,6801.099609375,6831.85546875
47,598990.4466485,-70771.125,-68624.5703125,-66387.5625,-122523.5,-100052.84375,-117310.3828125,-86902.8203125,-106037.1640625,-157475.640625,-91642.8671875,-83313.515625,-116375.296875,-187500.015625,6952.15234375,6919.3623046875,6950.2080078125
48,598990.446673,-69411.265625,-66708.78125,-64396.4921875,-117292.234375,-96046.046875,-110211.7109375,-81025.6796875,-104585.15625,-156570.390625,-90873.3828125,-80147.65625,-115745.2421875,-187500.015625,6860.2197265625,6827.6533203125,6858.38671875
49,598990.4466886,-70775.1484375,-69330.484375,-66814.1484375,-123270.828125,-101599.6953125,-117337.15625,-89312.4765625,-106184.7578125,-156950.984375,-90502.125,-81442.5390625,-115927.4765625,-187500.015625,6892.09326171875,6859.52685546875,6890.193359375
50,598990.4905207,-69933.3359375,-67008.0703125,-64897.77734375,-118843.53125,-96621.5390625,-112951.59375,-81788.765625,-105053.1328125,-157251.8125,-91874.8125,-82542.8203125,-116269.75,-187500.015625,6936.595703125,6903.9619140625,6934.62890625
51,598990.4907155,-69946.6796875,-68152.6796875,-65596.46875,-120100.078125,-99156.6328125,-113031.8984375,-85711.671875,-105299.265625,-156379.203125,-90013.6953125,-79449.9921875,-115528.6796875,-187500.015625,6833.822265625,6801.2333984375,6832.0341796875
52,598990.4908665,-70773.984375,-68644.78125,-66402.5390625,-122555.6171875,-100094.109375,-117334.0546875,-86968.2421875,-106044.453125,-157474.875,-91624.9453125,-83309.0,-116372.7890625,-187500.015625,6953.9853515625,6921.240234375,6952.0185546875
53,598990.4909355,-69411.6640625,-66678.453125,-64378.54296875,-117253.09375,-95993.65625,-110191.75,-80944.4921875,-104576.75,-156571.9375,-90881.453125,-80157.890625,-115746.515625,-187500.015625,6860.443359375,6827.92138671875,6858.6328125
54,598990.4909693,-70773.578125,-69322.6171875,-66809.09375,-123258.2734375,-101590.46875,-117322.4296875,-89296.3828125,-106182.25,-156931.578125,-90511.1328125,-81369.2265625,-115915.0703125,-187500.015625,6888.986328125,6856.37548828125,6887.06396484375
55,598990.5211353,-69937.0,-67017.28125,-64906.4921875,-118864.7890625,-96642.0625,-112977.203125,-81821.7109375,-105056.796875,-157262.53125,-91864.28125,-82584.2421875,-116275.828125,-187500.015625,6936.6181640625,6904.0517578125,6934.67333984375
56,598990.5212325,-69946.03125,-68094.6796875,-65560.078125,-120018.5859375,-99059.625,-112976.78125,-85557.875,-105281.703125,-156358.15625,-90033.5859375,-79376.765625,-115516.0078125,-187500.015625,6828.8154296875,6796.36083984375,6827.0498046875
57,598990.5212903,-70782.65625,-68676.7890625,-66428.21875,-122615.59375,-100158.0078125,-117393.0625,-87063.6640625,-106059.1171875,-157467.703125,-91640.40625,-83274.9765625,-116369.1015625,-187500.015625,6953.203125,6920.5693359375,6951.146484375
58,598990.5213032,-69412.2890625,-66646.6015625,-64359.74609375,-117211.765625,-95938.828125,-110171.1015625,-80859.5390625,-104566.8046875,-156580.703125,-90884.3125,-80187.8203125,-115752.015625,-187500.015625,6861.60546875,6829.083984375,6859.794921875
59,598990.5213789,-70773.6015625,-69320.6015625,-66808.5625,-123254.5390625,-101591.0703125,-117318.25,-89296.0,-106181.9609375,-156911.34375,-90524.859375,-81296.828125,-115902.8671875,-187500.015625,6881.52099609375,6848.97705078125,6879.5986328125
60,598990.5807485,-69947.484375,-67035.359375,-64924.41796875,-118909.203125,-96679.3828125,-113034.46875,-81878.59375,-105068.265625,-157274.765625,-91864.328125,-82631.1328125,-116283.2265625,-187500.015625,6936.796875,6904.11865234375,6934.8076171875
61,598990.5809232,-69939.3046875,-68072.8828125,-65543.203125,-119977.34375,-99017.0234375,-112936.1484375,-85493.4140625,-105271.0859375,-156350.34375,-90042.7734375,-79352.265625,-115511.1328125,-187500.015625,6827.38525390625,6794.97509765625,6825.57470703125
62,598990.5809705,-70785.5859375,-68716.1015625,-66455.203125,-122671.9609375,-100229.15625,-117433.8515625,-87177.1640625,-106071.8125,-157471.96875,-91620.46875,-83296.3046875,-116370.0625,-187500.015625,6949.89501953125,6917.2392578125,6947.86083984375
63,598990.5809924,-69412.671875,-66626.703125,-64347.4296875,-117185.34375,-95901.2734375,-110160.859375,-80802.875,-104560.1640625,-156587.828125,-90884.1171875,-80223.9453125,-115756.484375,-187500.015625,6860.75634765625,6828.2568359375,6858.92333984375
64,598990.5810606,-70770.09375,-69332.203125,-66813.96875,-123260.9765625,-101609.3125,-117310.984375,-89326.0234375,-106183.2578125,-156901.359375,-90521.34375,-81259.2109375,-115895.625,-187500.015625,6882.3701171875,6849.75927734375,6880.4033203125
65,598990.6146439,-69951.5078125,-67051.8125,-64937.96484375,-118939.734375,-96710.34375,-113067.7265625,-81928.0859375,-105074.8125,-157289.5,-91848.6796875,-82689.515625,-116291.4765625,-187500.015625,6938.85302734375,6906.2421875,6936.7744140625
66,598990.6147363,-69932.90625,-68054.1328125,-65528.453125,-119941.0703125,-98980.65625,-112899.3515625,-85437.78125,-105261.6484375,-156342.890625,-90044.40625,-79327.9296875,-115506.1484375,-187500.015625,6826.4013671875,6793.99169921875,6824.70263671875
67,598990.6147581,-70789.6953125,-68746.6796875,-66477.21875,-122719.7265625,-100285.703125,-117475.09375,-87265.6171875,-106082.921875,-157477.109375,-91606.6328125,-83312.7109375,-116372.03125,-187500.015625,6952.9345703125,6920.2119140625,6950.85595703125
68,598990.6147715,-69407.84375,-66606.34375,-64333.26171875,-117152.109375,-95863.5,-110132.3203125,-80747.578125,-104550.109375,-156593.84375,-90882.2578125,-80251.390625,-115760.0859375,-187500.015625,6862.29833984375,6829.84375,6860.55517578125
69,598990.6147845,-70765.015625,-69341.4140625,-66817.390625,-123263.5234375,-101624.0625,-117298.515625,-89350.921875,-106182.5,-156889.953125,-90510.015625,-81220.359375,-115887.40625,-187500.015625,6880.33642578125,6847.8369140625,6878.48095703125
70,598990.6462048,-69958.1640625,-67070.03125,-64953.58984375,-118976.9921875,-96745.3203125,-113111.875,-81983.625,-105082.546875,-157305.65625,-91837.53125,-82749.21875,-116301.15625,-187500.015625,6941.24462890625,6908.70068359375,6939.3896484375
71,598990.646238,-69921.109375,-68022.484375,-65502.5703125,-119876.96875,-98919.1875,-112829.953125,-85345.953125,-105244.015625,-156331.828125,-90046.8671875,-79293.796875,-115499.625,-187500.015625,6821.88671875,6789.52099609375,6820.16552734375
72,598990.6462466,-70794.609375,-68781.2578125,-66501.6953125,-122772.03125,-100350.3046875,-117518.71875,-87367.3125,-106094.6796875,-157477.5,-91587.2578125,-83318.5625,-116370.8515625,-187500.015625,6949.49267578125,6916.90380859375,6947.50341796875
73,598990.6462626,-69408.359375,-66588.3515625,-64322.62109375,-117129.1796875,-95829.546875,-110124.7421875,-80694.734375,-104544.5625,-156602.375,-90888.7421875,-80284.2734375,-115766.03125,-187500.015625,6861.73974609375,6829.37451171875,6859.95166015625
74,598990.6462814,-70757.796875,-69352.03125,-66819.8671875,-123262.9453125,-101639.6171875,-117277.4609375,-89378.546875,-106180.7109375,-156881.0,-90500.1796875,-81185.890625,-115880.4296875,-187500.015625,6877.74365234375,6845.2216796875,6875.8212890625
75,598990.6926965,-69964.78125,-67083.2421875,-64965.4140625,-119005.4296875,-96770.734375,-113149.6484375,-82024.21875,-105089.5859375,-157318.96875,-91821.65625,-82803.3125,-116307.859375,-187500.015625,6938.8310546875,6906.28662109375,6936.8193359375
76,598990.692773,-69908.7265625,-68014.703125,-65492.17578125,-119849.0703125,-98899.5625,-112784.109375,-85318.9140625,-105235.0078125,-156323.3125,-90056.8125,-79266.015625,-115494.640625,-187500.015625,6816.29833984375,6783.95556640625,6814.51025390625
77,598990.6927987,-70758.3125,-68860.625,-66534.7734375,-122827.75,-100472.5,-117463.6015625,-87578.8984375,-106091.7265625,-157503.125,-91481.1328125,-83421.6484375,-116379.2265625,-187500.015625,6954.63330078125,6922.13427734375,6952.5771484375
78,598990.692828,-69442.1953125,-66494.09375,-64276.15234375,-117028.8359375,-95671.234375,-110146.4453125,-80441.9140625,-104536.6953125,-156598.78125,-90887.3125,-80284.46875,-115762.4140625,-187500.015625,6862.09716796875,6829.6650390625,6860.15283203125
79,598990.6928394,-70737.5234375,-69396.15625,-66841.328125,-123305.453125,-101712.84375,-117261.2734375,-89495.8671875,-106183.0546875,-156851.3125,-90580.0390625,-81064.703125,-115868.4921875,-187500.015625,6872.4013671875,6839.7900390625,6870.36767578125
80,598990.7582813,-69968.9609375,-67087.0390625,-64967.53515625,-119004.9375,-96773.8203125,-113159.2578125,-82040.046875,-105088.0,-157353.6875,-91705.71875,-82950.875,-116321.671875,-187500.015625,6949.224609375,6916.50146484375,6947.05615234375
81,598990.7583539,-69933.625,-67945.640625,-65459.83203125,-119784.671875,-98785.8828125,-112811.4921875,-85129.4609375,-105232.84375,-156286.078125,-90178.8046875,-79120.234375,-115479.484375,-187500.015625,6816.4326171875,6783.8212890625,6814.599609375
82,598990.7583697,-70768.0625,-68891.3359375,-66559.46875,-122885.8203125,-100534.1015625,-117524.8046875,-87672.5234375,-106106.1015625,-157500.140625,-91501.25,-83400.953125,-116379.8359375,-187500.015625,6956.130859375,6923.34130859375,6954.0078125
83,598990.7583802,-69444.59375,-66497.734375,-64279.16796875,-117040.1953125,-95672.484375,-110167.1015625,-80446.65625,-104539.9140625,-156611.546875,-90898.0625,-80333.1953125,-115771.9765625,-187500.015625,6865.33837890625,6832.861328125,6863.4384765625
84,598990.7583918,-70734.5546875,-69400.1796875,-66841.484375,-123300.359375,-101717.78125,-117247.1015625,-89505.078125,-106181.78125,-156849.453125,-90569.71875,-81054.9609375,-115866.171875,-187500.015625,6874.9716796875,6842.47265625,6873.07177734375
85,598990.7917569,-69980.4765625,-67111.0,-64988.859375,-119055.6484375,-96819.484375,-113221.9140625,-82106.7421875,-105102.59375,-157365.5625,-91709.0546875,-82989.9296875,-116329.875,-187500.015625,6950.65478515625,6917.9765625,6948.576171875
86,598990.7919089,-69928.3046875,-67937.0546875,-65450.421875,-119759.9765625,-98764.203125,-112782.5625,-85097.46875,-105227.2265625,-156288.8125,-90182.46875,-79131.546875,-115482.5703125,-187500.015625,6814.33154296875,6781.83203125,6812.52099609375
87,598990.7919896,-70773.8046875,-68911.28125,-66574.3125,-122916.7109375,-100572.1640625,-117554.0625,-87730.0625,-106115.5078125,-157500.34375,-91492.953125,-83405.9375,-116379.2734375,-187500.015625,6953.8291015625,6921.08349609375,6951.75
88,598990.7920108,-69445.8828125,-66496.1953125,-64279.234375,-117037.8671875,-95666.4296875,-110173.4921875,-80436.0390625,-104541.0546875,-156620.84375,-90906.4453125,-80366.4765625,-115778.75,-187500.015625,6864.73486328125,6832.16845703125,6862.74560546875
89,598990.7920799,-70729.6171875,-69397.921875,-66836.546875,-123283.125,-101711.546875,-117219.765625,-89496.828125,-106177.5390625,-156841.46875,-90561.0625,-81034.125,-115861.0234375,-187500.015625,6868.8701171875,6836.37060546875,6866.90283203125
90,598990.8852787,-69991.515625,-67132.484375,-65008.37109375,-119102.96875,-96860.859375,-113280.765625,-82168.40625,-105116.8125,-157373.78125,-91711.9140625,-83019.453125,-116335.6640625,-187500.015625,6950.140625,6917.48486328125,6948.12939453125
91,598990.8854594,-69919.0078125,-67914.296875,-65430.88671875,-119709.953125,-98715.671875,-112728.03125,-85024.5625,-105215.984375,-156289.0,-90186.515625,-79129.0390625,-115482.5234375,-187500.015625,6814.93505859375,6782.61474609375,6813.16943359375
92,598990.8855034,-70780.78125,-68932.0859375,-66591.078125,-122952.875,-100614.8125,-117589.484375,-87794.765625,-106125.703125,-157497.359375,-91483.234375,-83392.7734375,-116376.1484375,-187500.015625,6952.7333984375,6920.05517578125,6950.7666015625
93,598990.8855411,-69448.7734375,-66492.8671875,-64278.2734375,-117038.5625,-95656.3046875,-110186.859375,-80420.5,-104543.0234375,-156630.671875,-90920.3046875,-80402.625,-115786.9765625,-187500.015625,6863.416015625,6830.93896484375,6861.56103515625
94,598990.885578,-70724.6328125,-69393.3359375,-66829.9296875,-123263.859375,-101701.734375,-117190.3515625,-89483.484375,-106173.21875,-156834.90625,-90553.734375,-81007.078125,-115856.0859375,-187500.015625,6870.68017578125,6838.15869140625,6868.89208984375
95,598990.951806,-69999.3125,-67147.6796875,-65022.1171875,-119137.75,-96890.859375,-113325.2890625,-82215.015625,-105126.421875,-157379.5,-91713.234375,-83042.1640625,-116338.8828125,-187500.015625,6950.7890625,6918.08837890625,6948.7998046875
96,598990.9518835,-69911.671875,-67899.4140625,-65416.42578125,-119676.09375,-98683.1953125,-112689.828125,-84979.0078125,-105206.6640625,-156286.328125,-90187.1875,-79126.1796875,-115481.5859375,-187500.015625,6811.13525390625,6778.658203125,6809.36962890625
97,598990.9519083,-70784.8203125,-68947.171875,-66602.34375,-122978.15625,-100645.125,-117613.3125,-87842.375,-106132.4765625,-157495.796875,-91474.828125,-83387.140625,-116374.1796875,-187500.015625,6951.43701171875,6918.78125,6949.42578125
98,598990.9519269,-69449.1015625,-66487.7421875,-64275.078125,-117031.96875,-95643.1796875,-110186.859375,-80401.6640625,-104542.90625,-156637.96875,-90927.6328125,-80427.703125,-115792.1171875,-187500.015625,6865.13720703125,6832.6376953125,6863.28173828125
99,598990.9519535,-70719.375,-69389.15625,-66824.09375,-123245.2421875,-101692.4609375,-117161.453125,-89471.6875,-106168.90625,-156829.3125,-90544.3203125,-80983.40625,-115851.328125,-187500.015625,6870.97119140625,6838.4267578125,6869.0712890625
100,598991.012127,-70009.28125,-67166.453125,-65039.6640625,-119180.0625,-96927.4453125,-113378.1953125,-82270.1328125,-105138.828125,-157387.390625,-91715.78125,-83067.84375,-116343.984375,-187500.015625,6951.5712890625,6918.84814453125,6949.47021484375
101,598991.0123135,-69904.546875,-67881.84375,-65401.94140625,-119636.640625,-98645.828125,-112647.203125,-84921.8515625,-105197.9921875,-156287.421875,-90191.453125,-79126.9375,-115482.4765625,-187500.015625,6812.275390625,6779.8203125,6810.39794921875
102,598991.0123644,-70791.078125,-68965.1875,-66617.515625,-123009.5625,-100682.15625,-117644.1171875,-87898.546875,-106141.375,-157494.453125,-91467.71875,-83379.046875,-116372.4765625,-187500.015625,6952.91259765625,6920.30126953125,6950.8115234375
103,598991.0123883,-69450.7109375,-66483.5625,-64273.625,-117029.265625,-95633.0078125,-110194.1875,-80385.4765625,-104542.6640625,-156646.328125,-90937.9609375,-80458.2109375,-115798.6875,-187500.015625,6865.47265625,6833.0849609375,6863.70654296875
104,598991.0124093,-70714.6640625,-69384.015625,-66817.90625,-123226.1953125,-101682.6015625,-117132.953125,-89457.0,-106163.34375,-156822.296875,-90535.8046875,-80956.9453125,-115846.4765625,-187500.015625,6871.32861328125,6838.8515625,6869.47314453125
105,598991.0807984,-70017.328125,-67180.984375,-65053.5234375,-119214.28125,-96957.0625,-113421.1328125,-82313.984375,-105147.8828125,-157393.40625,-91717.03125,-83086.4609375,-116347.8671875,-187500.015625,6955.84033203125,6923.25146484375,6953.85107421875
106,598991.0809686,-69897.03125,-67864.390625,-65386.83203125,-119598.53125,-98610.1328125,-112603.4140625,-84868.921875,-105188.2890625,-156287.125,-90192.4375,-79121.328125,-115482.1171875,-187500.015625,6817.99755859375,6785.6318359375,6816.208984375
107,598991.080998,-70794.296875,-68976.1875,-66626.125,-123028.625,-100706.0078125,-117660.078125,-87935.3828125,-106146.5546875,-157491.59375,-91458.8046875,-83366.1484375,-116369.3984375,-187500.015625,6954.07470703125,6921.53076171875,6952.15234375
