index,timeStamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
0,591029.9427562,78740.7734375,-152034.0,-126418.765625,-187500.015625,-175144.40625,-167384.953125,-136474.765625,-166644.390625,-176125.203125,-172540.78125,-121637.1015625,-143879.03125,-187500.015625,91548.3671875,91548.4296875,91577.2890625
1,591029.9429512,90298.0078125,-151011.171875,-125245.34375,-187500.015625,-173254.453125,-162854.984375,-133363.140625,-165716.921875,-175770.25,-171951.28125,-120868.0859375,-143679.578125,-187500.015625,91515.484375,91515.484375,91544.40625
2,591029.9429816,79632.8515625,-152114.5,-126453.671875,-187500.015625,-175416.203125,-166983.6875,-136893.609375,-166635.03125,-175776.359375,-171718.078125,-120736.3671875,-143680.796875,-187500.015625,91506.6328125,91506.7265625,91535.6484375
3,591029.9430221,85643.3671875,-151353.78125,-125673.015625,-187500.015625,-173808.28125,-164845.28125,-134292.796875,-166080.390625,-176123.3125,-172686.0625,-121720.71875,-143880.09375,-187500.015625,91552.390625,91552.5859375,91581.421875
4,591029.9430403,86899.9140625,-151487.078125,-125735.6484375,-187500.015625,-174263.140625,-164224.765625,-134993.109375,-166066.671875,-175555.984375,-171342.125,-120259.6953125,-143557.234375,-187500.015625,91486.359375,91486.3828125,91515.3046875
5,591030.0061259,78730.375,-152039.0,-126421.5546875,-187500.015625,-175152.6875,-167396.65625,-136487.953125,-166646.265625,-176124.6875,-172535.703125,-121633.1875,-143880.015625,-187500.015625,91547.5390625,91547.6484375,91576.5703125
6,591030.0062023,90295.6796875,-151011.5625,-125244.6953125,-187500.015625,-173253.796875,-162862.3125,-133363.453125,-165717.640625,-175775.609375,-171958.703125,-120876.15625,-143683.9375,-187500.015625,91518.859375,91519.015625,91547.8046875
7,591030.0062467,79672.3203125,-152110.75,-126450.0546875,-187500.015625,-175411.390625,-166972.375,-136888.28125,-166632.71875,-175774.390625,-171713.203125,-120731.875,-143680.046875,-187500.015625,91505.5390625,91505.625,91534.484375
8,591030.0062586,85626.8046875,-151356.15625,-125678.0,-187500.015625,-173814.296875,-164862.28125,-134304.96875,-166084.40625,-176122.921875,-172686.8125,-121723.0859375,-143879.921875,-187500.015625,91554.3359375,91554.3984375,91583.3671875
9,591030.0062689,86926.9375,-151482.625,-125733.9296875,-187500.015625,-174255.609375,-164213.171875,-134983.8125,-166064.703125,-175553.78125,-171342.015625,-120261.1015625,-143555.859375,-187500.015625,91486.7890625,91486.8046875,91515.6640625
10,591030.0253565,78716.875,-152037.734375,-126422.6328125,-187500.015625,-175151.40625,-167397.3125,-136490.890625,-166646.265625,-176120.75,-172530.640625,-121629.8359375,-143877.265625,-187500.015625,91547.6953125,91547.8515625,91576.6640625
11,591030.0254517,90286.9921875,-151007.640625,-125242.8359375,-187500.015625,-173247.71875,-162859.1875,-133358.59375,-165714.375,-175772.390625,-171956.390625,-120876.6484375,-143681.34375,-187500.015625,91516.6484375,91516.8515625,91545.6171875
12,591030.0254634,79700.0390625,-152106.59375,-126447.1484375,-187500.015625,-175405.78125,-166961.90625,-136881.765625,-166628.828125,-175769.046875,-171706.28125,-120726.78125,-143677.03125,-187500.015625,91505.359375,91505.4296875,91534.2578125
13,591030.0254739,85574.7265625,-151357.4375,-125680.796875,-187500.015625,-173818.5625,-164878.40625,-134314.671875,-166085.78125,-176121.359375,-172687.875,-121723.9375,-143880.015625,-187500.015625,91553.234375,91553.484375,91582.359375
14,591030.0254839,86950.765625,-151475.5,-125725.296875,-187500.015625,-174244.296875,-164195.28125,-134968.703125,-166057.015625,-175551.625,-171340.8125,-120261.6171875,-143556.0625,-187500.015625,91485.0,91485.2421875,91514.0078125
15,591030.0714825,78633.59375,-152038.328125,-126422.1171875,-187500.015625,-175156.890625,-167406.5625,-136500.859375,-166644.734375,-176117.203125,-172524.828125,-121624.71875,-143876.875,-187500.015625,91544.2265625,91544.3828125,91573.1953125
16,591030.0715016,90280.6875,-151007.40625,-125240.421875,-187500.015625,-173247.34375,-162865.421875,-133359.046875,-165711.5625,-175775.8125,-171963.75,-120884.8984375,-143685.546875,-187500.015625,91513.40625,91513.4765625,91542.3046875
17,591030.0715081,79747.203125,-152104.515625,-126442.2734375,-187500.015625,-175402.71875,-166950.234375,-136878.015625,-166622.734375,-175770.46875,-171701.75,-120724.6328125,-143680.09375,-187500.015625,91506.8984375,91507.015625,91535.9375
