index,timeStamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
0,589723.5547545,-180100.515625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177529.296875,-187500.015625,152693.171875,152704.90625,152729.46875
1,589723.5548755,-180829.703125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177757.140625,-187500.015625,152736.578125,152748.265625,152772.984375
2,589723.554899,-179955.453125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177651.828125,-187500.015625,152724.953125,152736.6875,152761.25
3,589723.5549757,-180627.234375,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177599.734375,-187500.015625,152699.921875,152711.640625,152736.25
4,589723.5550103,-180418.28125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177796.4375,-187500.015625,152751.109375,152762.6875,152787.421875
5,589723.6166674,-180085.953125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177533.984375,-187500.015625,152691.34375,152702.984375,152727.71875
6,589723.6168011,-180821.703125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177758.578125,-187500.015625,152734.765625,152746.53125,152771.140625
7,589723.6168263,-179950.828125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177656.203125,-187500.015625,152726.359375,152738.078125,152762.75
8,589723.6168672,-180612.6875,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177599.96875,-187500.015625,152702.328125,152714.03125,152738.671875
9,589723.6168851,-180417.53125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177796.6875,-187500.015625,152752.09375,152763.796875,152788.546875
10,589723.6562858,-180072.46875,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177536.0,-187500.015625,152691.203125,152702.890625,152727.5625
11,589723.6563395,-180817.90625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177759.921875,-187500.015625,152734.921875,152746.59375,152771.3125
12,589723.6563476,-179946.78125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177663.0625,-187500.015625,152723.609375,152735.28125,152760.0
13,589723.6563546,-180596.8125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177601.0,-187500.015625,152695.515625,152707.203125,152731.96875
14,589723.6563653,-180415.859375,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177800.1875,-187500.015625,152745.8125,152757.5625,152782.25
15,589723.6746881,-180059.03125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177539.328125,-187500.015625,152687.625,152699.1875,152723.96875
16,589723.6747213,-180809.671875,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177761.65625,-187500.015625,152733.296875,152744.984375,152769.6875
17,589723.6747324,-179940.390625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177666.53125,-187500.015625,152721.46875,152733.140625,152757.859375
18,589723.6747415,-180581.28125,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-177600.859375,-187500.015625,152694.84375,152706.453125,152731.21875
