index,timeStamp,description
239,147156.5826,baseLine
240,147157.9864,baseLine
241,147159.3917,baseLine
242,147160.7954,baseLine
243,147162.1984,baseLine
244,147163.6040,distractor
245,147165.0111,target
246,147166.4156,baseLine
247,147167.8224,baseLine
248,147169.2274,baseLine
249,147170.6315,baseLine
250,147172.0351,baseLine
251,147173.4384,baseLine
252,147174.8456,baseLine
253,147176.2499,baseLine
254,147177.6545,baseLine
255,147179.0594,baseLine
256,147180.4631,baseLine
257,147181.8667,baseLine
258,147183.2726,baseLine
259,147184.6762,baseLine
260,147186.0805,baseLine
261,147187.4855,baseLine
262,147188.8891,distractor
263,147190.2954,baseLine
264,147191.7005,distractor
265,147193.1058,target
266,147194.5094,target
267,147195.9131,distractor
268,147197.3167,distractor
269,147198.7267,baseLine
270,147200.1306,baseLine
271,147201.5338,baseLine
272,147202.9364,baseLine
273,147204.3398,baseLine
274,147205.7437,baseLine
275,147207.1472,target
276,147208.5525,target
277,147209.9574,baseLine
278,147211.3613,baseLine
279,147212.7685,target
280,147214.1734,distractor
281,147215.5778,target
282,147216.9838,target
283,147218.3870,baseLine
284,147219.7917,distractor
285,147221.1961,baseLine
286,147222.6012,baseLine
287,147224.0067,baseLine
288,147225.4143,baseLine
289,147226.8189,baseLine
290,147228.2273,baseLine
291,147229.6328,baseLine
292,147231.0360,baseLine
293,147232.4408,target
294,147233.8507,distractor
295,147235.2543,distractor
296,147236.6631,baseLine
297,147238.0672,baseLine
298,147239.4721,baseLine
299,147240.8778,baseLine
300,147242.2817,baseLine
301,147243.6902,distractor
302,147245.0956,target
303,147246.5010,baseLine
304,147247.9063,baseLine
305,147249.3108,baseLine
306,147250.7178,distractor
307,147252.1255,baseLine
308,147253.5278,distractor
309,147254.9313,baseLine
310,147256.3349,baseLine
311,147257.7389,baseLine
312,147259.1426,baseLine
313,147260.5476,baseLine
314,147261.9534,baseLine
315,147263.3592,baseLine
316,147264.7665,baseLine
317,147266.1701,baseLine
318,147267.5730,baseLine
319,147268.9767,distractor
320,147270.3804,baseLine
321,147271.7855,distractor
322,147273.1923,baseLine
323,147274.5963,baseLine
324,147275.9995,baseLine
325,147277.4072,target
326,147278.8134,distractor
327,147280.2176,baseLine
328,147281.6230,baseLine
329,147283.0265,baseLine
330,147284.4318,baseLine
331,147285.8353,baseLine
332,147287.2404,baseLine
333,147288.6440,baseLine
334,147290.0468,baseLine
335,147291.4507,baseLine
336,147292.8551,baseLine
337,147294.2586,baseLine
338,147295.6665,target
339,147297.0723,baseLine
340,147298.4803,baseLine
341,147299.8890,distractor
342,147301.2963,distractor
343,147302.6991,baseLine
344,147304.1034,baseLine
345,147305.5071,baseLine
346,147306.9117,target
347,147308.3157,distractor
348,147309.7224,baseLine
349,147311.1263,baseLine
350,147312.5305,target
351,147313.9363,target
352,147315.3424,baseLine
353,147316.7487,baseLine
354,147318.1546,baseLine
355,147319.5589,distractor
356,147320.9632,baseLine
357,147322.3732,baseLine
358,147323.7788,target
359,147325.1836,target
360,147326.5866,baseLine
361,147327.9947,baseLine
362,147329.3980,baseLine
363,147330.8013,baseLine
364,147332.2108,target
365,147333.6180,baseLine
366,147335.0237,baseLine
367,147336.4301,baseLine
368,147337.8352,baseLine
369,147339.2392,baseLine
370,147340.6431,baseLine
371,147342.0474,target
372,147343.4516,target
373,147344.8550,baseLine
374,147346.2585,baseLine
375,147347.6664,baseLine
376,147349.0753,baseLine
377,147350.4796,baseLine
378,147351.8857,baseLine
379,147353.2895,baseLine
380,147354.6943,baseLine
381,147356.0993,baseLine
382,147357.5033,baseLine
383,147358.9076,baseLine
384,147360.3116,baseLine
385,147361.7197,baseLine
386,147363.1303,target
387,147364.5342,target
388,147365.9400,baseLine
389,147367.3430,baseLine
390,147368.7506,baseLine
391,147370.1552,baseLine
392,147371.5621,target
393,147372.9663,baseLine
394,147374.3701,distractor
395,147375.7760,baseLine
396,147377.1842,baseLine
397,147378.5900,baseLine
398,147379.9961,baseLine
399,147381.3993,distractor
400,147382.8065,baseLine
401,147384.2108,baseLine
402,147385.6152,baseLine
403,147394.6928,startBlock
404,147394.7105,baseLine
405,147396.1146,baseLine
406,147397.5179,target
407,147398.9240,distractor
408,147400.3301,target
409,147401.7395,baseLine
410,147403.1453,baseLine
411,147404.5489,distractor
412,147405.9528,distractor
413,147407.3567,distractor
414,147408.7637,distractor
415,147410.1684,baseLine
416,147411.5742,baseLine
417,147412.9810,baseLine
418,147414.3850,baseLine
419,147415.7891,distractor
420,147417.1919,baseLine
421,147418.5957,baseLine
422,147420.0029,baseLine
423,147421.4065,baseLine
424,147422.8117,baseLine
425,147424.2139,baseLine
426,147425.6183,baseLine
427,147427.0225,baseLine
428,147428.4267,baseLine
429,147429.8306,baseLine
430,147431.2373,baseLine
431,147432.6412,baseLine
432,147434.0447,target
433,147435.4544,baseLine
434,147436.8609,baseLine
435,147438.2661,distractor
436,147439.6704,target
437,147441.0753,baseLine
438,147442.4811,target
439,147443.8853,baseLine
440,147445.2886,baseLine
441,147446.6956,target
442,147448.1039,baseLine
443,147449.5082,baseLine
444,147450.9131,baseLine
445,147452.3194,target
446,147453.7248,baseLine
447,147455.1304,baseLine
448,147456.5347,target
449,147457.9423,baseLine
450,147459.3471,target
451,147460.7523,target
452,147462.1561,distractor
453,147463.5586,baseLine
454,147464.9623,baseLine
455,147466.3673,baseLine
456,147467.7749,baseLine
457,147469.1811,baseLine
458,147470.5894,baseLine
459,147471.9942,baseLine
460,147473.4010,baseLine
461,147474.8110,baseLine
462,147476.2149,baseLine
463,147477.6222,baseLine
464,147479.0285,baseLine
465,147480.4332,baseLine
466,147481.8391,baseLine
467,147483.2431,distractor
468,147484.6462,baseLine
469,147486.0503,baseLine
470,147487.4532,baseLine
471,147488.8608,baseLine
472,147490.2642,baseLine
473,147491.6699,baseLine
474,147493.0745,baseLine
475,147494.4789,baseLine
476,147495.8892,baseLine
477,147497.2942,baseLine
478,147498.7001,baseLine
479,147500.1047,target
480,147501.5087,baseLine
481,147502.9180,baseLine
482,147504.3222,baseLine
483,147505.7244,baseLine
484,147507.1288,baseLine
485,147508.5323,baseLine
486,147509.9368,baseLine
487,147511.3427,target
488,147512.7484,baseLine
489,147514.1528,target
490,147515.5573,baseLine
491,147516.9616,baseLine
492,147518.3663,baseLine
493,147519.7713,baseLine
494,147521.1767,distractor
495,147522.5814,baseLine
496,147523.9858,baseLine
497,147525.3895,baseLine
498,147526.7984,distractor
499,147528.2045,target
500,147529.6090,distractor
501,147531.0144,baseLine
502,147532.4182,distractor
503,147533.8227,baseLine
504,147535.2280,baseLine
505,147536.6312,baseLine
506,147538.0340,target
507,147539.4383,baseLine
508,147540.8428,baseLine
509,147542.2474,target
510,147543.6507,target
511,147545.0549,distractor
512,147546.4602,baseLine
513,147547.8686,baseLine
514,147549.2742,baseLine
515,147550.6793,target
516,147552.0860,baseLine
517,147553.4916,baseLine
518,147554.8962,baseLine
519,147556.3006,target
520,147557.7055,baseLine
521,147559.1103,baseLine
522,147560.5157,target
523,147561.9215,baseLine
524,147563.3267,baseLine
525,147564.7311,baseLine
526,147566.1351,baseLine
527,147567.5394,baseLine
528,147568.9460,baseLine
529,147570.3523,baseLine
530,147571.7571,target
531,147573.1651,baseLine
532,147574.5698,baseLine
533,147575.9747,target
534,147577.3799,baseLine
535,147578.7824,baseLine
536,147580.1874,baseLine
537,147581.5933,baseLine
538,147582.9983,target
539,147584.4064,baseLine
540,147585.8134,baseLine
541,147587.2191,baseLine
542,147588.6242,baseLine
543,147590.0276,baseLine
544,147591.4350,baseLine
545,147592.8380,baseLine
546,147594.2420,distractor
547,147595.6500,baseLine
548,147597.0553,baseLine
549,147598.4636,baseLine
550,147599.8689,baseLine
551,147601.2731,baseLine
552,147602.6782,baseLine
553,147604.0840,baseLine
554,147605.4870,baseLine
555,147606.8916,distractor
556,147608.2976,baseLine
557,147609.7007,baseLine
558,147611.1057,baseLine
559,147612.5103,distractor
560,147613.9153,baseLine
561,147615.3208,distractor
562,147616.7248,distractor
563,147618.1297,baseLine
564,147619.5334,baseLine
565,147620.9392,distractor
566,147622.3501,baseLine
567,147623.7560,target
568,147625.1619,baseLine
569,147626.5657,baseLine
570,147627.9689,baseLine
571,147629.3757,target
572,147630.7846,baseLine
573,147632.1876,distractor
574,147633.5943,baseLine
575,147635.0011,baseLine
576,147636.4079,baseLine
577,147637.8121,distractor
578,147639.2167,baseLine
579,147640.6231,distractor
580,147642.0287,baseLine
581,147643.4314,baseLine
582,147644.8352,baseLine
583,147646.2413,baseLine
584,147647.6503,baseLine
585,147649.0544,baseLine
586,147650.4609,baseLine
587,147651.8654,baseLine
588,147653.2695,baseLine
589,147654.6768,baseLine
590,147656.0842,baseLine
591,147657.4895,baseLine
592,147658.8924,baseLine
593,147660.2972,distractor
594,147661.7017,baseLine
595,147663.1076,distractor
596,147664.5122,baseLine
597,147665.9178,baseLine
598,147667.3234,target
599,147668.7273,baseLine
600,147670.1312,baseLine
601,147671.5372,distractor
602,147672.9438,baseLine
603,147674.3492,baseLine
604,147682.7248,startBlock
605,147682.7332,baseLine
606,147684.1377,baseLine
607,147685.5421,baseLine
608,147686.9476,baseLine
609,147688.3535,baseLine
610,147689.7580,baseLine
611,147691.1614,distractor
612,147692.5675,distractor
613,147693.9734,baseLine
614,147695.3775,baseLine
615,147696.7818,baseLine
616,147698.1866,distractor
617,147699.5932,baseLine
618,147700.9978,baseLine
619,147702.4006,distractor
620,147703.8053,baseLine
621,147705.2098,baseLine
622,147706.6142,target
623,147708.0203,baseLine
624,147709.4246,target
625,147710.8303,target
626,147712.2355,baseLine
627,147713.6421,baseLine
628,147715.0460,baseLine
629,147716.4488,baseLine
630,147717.8529,baseLine
631,147719.2573,baseLine
632,147720.6615,distractor
633,147722.0661,baseLine
634,147723.4708,baseLine
635,147724.8759,baseLine
636,147726.2800,baseLine
637,147727.6836,baseLine
638,147729.0891,distractor
639,147730.4931,baseLine
640,147731.8971,baseLine
641,147733.3029,baseLine
642,147734.7090,baseLine
643,147736.1141,baseLine
644,147737.5197,baseLine
645,147738.9258,target
646,147740.3310,baseLine
647,147741.7391,distractor
648,147743.1446,baseLine
649,147744.5512,baseLine
650,147745.9579,baseLine
651,147747.3615,baseLine
652,147748.7661,baseLine
653,147750.1703,baseLine
654,147751.5746,baseLine
655,147752.9804,distractor
656,147754.3859,baseLine
657,147755.7890,baseLine
658,147757.1932,distractor
659,147758.5967,target
660,147760.0001,baseLine
661,147761.4045,baseLine
662,147762.8160,baseLine
663,147764.2192,baseLine
664,147765.6252,target
665,147767.0327,distractor
666,147768.4382,target
667,147769.8458,baseLine
668,147771.2492,baseLine
669,147772.6523,distractor
670,147774.0559,target
671,147775.4596,target
672,147776.8679,target
673,147778.2741,baseLine
674,147779.6815,baseLine
675,147781.0856,baseLine
676,147782.4936,baseLine
677,147783.8984,baseLine
678,147785.3012,baseLine
679,147786.7058,target
680,147788.1112,distractor
681,147789.5178,distractor
682,147790.9219,baseLine
683,147792.3260,target
684,147793.7324,baseLine
685,147795.1379,target
686,147796.5426,distractor
687,147797.9474,target
688,147799.3516,distractor
689,147800.7540,baseLine
690,147802.1590,target
691,147803.5648,baseLine
692,147804.9701,baseLine
693,147806.3734,distractor
694,147807.7770,baseLine
695,147809.1810,distractor
696,147810.5851,baseLine
697,147811.9912,baseLine
698,147813.3963,baseLine
699,147814.8011,baseLine
700,147816.2047,baseLine
701,147817.6097,baseLine
702,147819.0145,distractor
703,147820.4181,baseLine
704,147821.8220,distractor
705,147823.2268,baseLine
706,147824.6327,target
707,147826.0360,baseLine
708,147827.4407,baseLine
709,147828.8450,baseLine
710,147830.2514,baseLine
711,147831.6578,baseLine
712,147833.0619,baseLine
713,147834.4694,baseLine
714,147835.8742,baseLine
715,147837.2793,baseLine
716,147838.6840,target
717,147840.0891,baseLine
718,147841.4929,distractor
719,147842.8981,baseLine
720,147844.3027,target
721,147845.7053,baseLine
722,147847.1079,distractor
723,147848.5160,baseLine
724,147849.9204,baseLine
725,147851.3321,target
726,147852.7375,distractor
727,147854.1427,target
728,147855.5457,baseLine
729,147856.9529,distractor
730,147858.3566,baseLine
731,147859.7648,baseLine
732,147861.1705,target
733,147862.5745,baseLine
734,147863.9814,baseLine
735,147865.3862,baseLine
736,147866.7887,baseLine
737,147868.1935,baseLine
738,147869.6016,baseLine
739,147871.0085,baseLine
740,147872.4143,distractor
741,147873.8190,baseLine
742,147875.2248,baseLine
743,147876.6286,baseLine
744,147878.0345,baseLine
745,147879.4403,baseLine
746,147880.8451,baseLine
747,147882.2500,distractor
748,147883.6591,baseLine
749,147885.0658,target
750,147886.4696,baseLine
751,147887.8751,baseLine
752,147889.2851,baseLine
753,147890.6884,distractor
754,147892.0916,baseLine
755,147893.4967,baseLine
756,147894.9008,baseLine
757,147896.3076,baseLine
758,147897.7120,baseLine
759,147899.1169,baseLine
760,147900.5222,baseLine
761,147901.9248,baseLine
762,147903.3323,baseLine
763,147904.7413,baseLine
764,147906.1492,baseLine
765,147907.5533,baseLine
766,147908.9580,baseLine
767,147910.3617,baseLine
768,147911.7662,baseLine
769,147913.1715,baseLine
770,147914.5786,baseLine
771,147915.9840,baseLine
772,147917.3902,baseLine
773,147918.7963,baseLine
774,147920.2036,baseLine
775,147921.6128,baseLine
776,147923.0176,distractor
777,147924.4216,baseLine
778,147925.8292,baseLine
779,147927.2347,baseLine
780,147928.6410,baseLine
781,147930.0456,distractor
782,147931.4523,baseLine
783,147932.8578,baseLine
784,147934.2641,baseLine
785,147935.6685,baseLine
786,147937.0722,baseLine
787,147938.4768,distractor
788,147939.8842,target
789,147941.2894,distractor
790,147942.6960,distractor
791,147944.1014,baseLine
792,147945.5091,baseLine
793,147946.9143,baseLine
794,147948.3208,baseLine
795,147949.7245,distractor
796,147951.1295,baseLine
797,147952.5346,baseLine
798,147953.9395,distractor
799,147955.3429,baseLine
800,147956.7469,baseLine
801,147958.1506,target
802,147959.5563,baseLine
803,147960.9610,baseLine
804,147962.3657,baseLine
805,147968.6265,startBlock
806,147968.6377,baseLine
807,147970.0406,baseLine
808,147971.4439,distractor
809,147972.8482,baseLine
810,147974.2547,distractor
811,147975.6583,target
812,147977.0621,baseLine
813,147978.4656,baseLine
814,147979.8709,baseLine
815,147981.2752,baseLine
816,147982.6782,baseLine
817,147984.0815,baseLine
818,147985.4868,target
819,147986.8902,baseLine
820,147988.2931,baseLine
821,147989.6977,target
822,147991.1005,baseLine
823,147992.5049,baseLine
824,147993.9077,target
825,147995.3131,baseLine
826,147996.7157,baseLine
827,147998.1187,baseLine
828,147999.5224,baseLine
829,148000.9275,baseLine
830,148002.3316,distractor
831,148003.7383,baseLine
832,148005.1419,target
833,148006.5466,distractor
834,148007.9510,baseLine
835,148009.3554,baseLine
836,148010.7600,baseLine
837,148012.1636,target
838,148013.5697,target
839,148014.9733,baseLine
840,148016.3767,baseLine
841,148017.7818,baseLine
842,148019.1869,baseLine
843,148020.5921,baseLine
844,148021.9957,baseLine
845,148023.4007,baseLine
846,148024.8038,target
847,148026.2096,target
848,148027.6124,baseLine
849,148029.0173,baseLine
850,148030.4208,distractor
851,148031.8251,target
852,148033.2278,baseLine
853,148034.6309,distractor
854,148036.0344,baseLine
855,148037.4408,baseLine
856,148038.8454,distractor
857,148040.2512,target
858,148041.6542,baseLine
859,148043.0600,baseLine
860,148044.4647,baseLine
861,148045.8708,baseLine
862,148047.2757,baseLine
863,148048.6791,baseLine
864,148050.0821,distractor
865,148051.4852,baseLine
866,148052.8910,distractor
867,148054.2944,baseLine
868,148055.6976,baseLine
869,148057.1025,baseLine
870,148058.5071,target
871,148059.9100,baseLine
872,148061.3151,baseLine
873,148062.7194,target
874,148064.1230,target
875,148065.5298,baseLine
876,148066.9330,baseLine
877,148068.3385,baseLine
878,148069.7423,baseLine
879,148071.1481,baseLine
880,148072.5536,baseLine
881,148073.9581,baseLine
882,148075.3633,baseLine
883,148076.7687,baseLine
884,148078.1742,baseLine
885,148079.5783,baseLine
886,148080.9844,target
887,148082.3893,distractor
888,148083.7933,distractor
889,148085.1964,distractor
890,148086.6014,baseLine
891,148088.0046,baseLine
892,148089.4080,distractor
893,148090.8111,baseLine
894,148092.2165,baseLine
895,148093.6217,distractor
896,148095.0276,baseLine
897,148096.4314,baseLine
898,148097.8340,target
899,148099.2366,baseLine
900,148100.6398,baseLine
901,148102.0444,baseLine
902,148103.4499,baseLine
903,148104.8533,baseLine
904,148106.2596,baseLine
905,148107.6642,distractor
906,148109.0671,distractor
907,148110.4733,baseLine
908,148111.8789,baseLine
909,148113.2844,baseLine
910,148114.6918,baseLine
911,148116.0957,baseLine
912,148117.4996,baseLine
913,148118.9070,baseLine
914,148120.3140,distractor
915,148121.7173,baseLine
916,148123.1216,baseLine
917,148124.5278,baseLine
918,148125.9351,baseLine
919,148127.3418,baseLine
920,148128.7454,baseLine
921,148130.1496,baseLine
922,148131.5552,baseLine
923,148132.9594,baseLine
924,148134.3651,baseLine
925,148135.7695,baseLine
926,148137.1735,baseLine
927,148138.5785,baseLine
928,148139.9828,baseLine
929,148141.3886,baseLine
930,148142.7922,distractor
931,148144.1974,baseLine
932,148145.6032,baseLine
933,148147.0087,baseLine
934,148148.4127,baseLine
935,148149.8159,baseLine
936,148151.2205,baseLine
937,148152.6253,baseLine
938,148154.0293,baseLine
939,148155.4364,target
940,148156.8423,baseLine
941,148158.2471,baseLine
942,148159.6510,baseLine
943,148161.0543,target
944,148162.4581,baseLine
945,148163.8643,baseLine
946,148165.2677,distractor
947,148166.6713,baseLine
948,148168.0735,baseLine
949,148169.4765,baseLine
950,148170.8829,baseLine
951,148172.2877,baseLine
952,148173.6942,target
953,148175.0983,distractor
954,148176.5026,distractor
955,148177.9090,baseLine
956,148179.3139,target
957,148180.7182,baseLine
958,148182.1245,baseLine
959,148183.5305,baseLine
960,148184.9337,baseLine
961,148186.3365,distractor
962,148187.7418,baseLine
963,148189.1447,baseLine
964,148190.5480,target
965,148191.9515,baseLine
966,148193.3560,baseLine
967,148194.7622,baseLine
968,148196.1657,baseLine
969,148197.5710,distractor
970,148198.9738,baseLine
971,148200.3787,baseLine
972,148201.7859,baseLine
973,148203.1896,baseLine
974,148204.5932,target
975,148205.9992,distractor
976,148207.4046,baseLine
977,148208.8082,target
978,148210.2126,baseLine
979,148211.6207,target
980,148213.0260,baseLine
981,148214.4304,baseLine
982,148215.8335,baseLine
983,148217.2417,baseLine
984,148218.6497,baseLine
985,148220.0531,distractor
986,148221.4570,distractor
987,148222.8617,baseLine
988,148224.2667,baseLine
989,148225.6705,baseLine
990,148227.0746,target
991,148228.4777,baseLine
992,148229.8801,baseLine
993,148231.2851,baseLine
994,148232.6873,baseLine
995,148234.0919,baseLine
996,148235.4969,baseLine
997,148236.9006,baseLine
998,148238.3039,baseLine
999,148239.7066,baseLine
1000,148241.1107,target
1001,148242.5166,baseLine
1002,148243.9212,baseLine
1003,148245.3250,target
1004,148246.7285,distractor
1005,148248.1330,target
