5.1394 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
149847.5612 	EXP 	baseLine
149848.9686 	EXP 	baseLine
149850.3714 	EXP 	baseLine
149851.7749 	EXP 	baseLine
149853.1774 	EXP 	distractor
149854.5811 	EXP 	baseLine
149855.9844 	EXP 	baseLine
149857.3879 	EXP 	baseLine
149858.7906 	EXP 	target
149860.1929 	EXP 	distractor
149861.5968 	EXP 	baseLine
149863.0004 	EXP 	baseLine
149864.4049 	EXP 	baseLine
149865.8084 	EXP 	target
149867.2159 	EXP 	baseLine
149868.6203 	EXP 	baseLine
149870.0244 	EXP 	baseLine
149871.4283 	EXP 	distractor
149872.8325 	EXP 	baseLine
149874.2401 	EXP 	distractor
149875.6449 	EXP 	baseLine
149877.0508 	EXP 	target
149878.4572 	EXP 	baseLine
149879.8610 	EXP 	baseLine
149881.2648 	EXP 	baseLine
149882.6686 	EXP 	baseLine
149884.0732 	EXP 	baseLine
149885.4758 	EXP 	distractor
149886.8790 	EXP 	baseLine
149888.2820 	EXP 	distractor
149889.6862 	EXP 	baseLine
149891.0905 	EXP 	baseLine
149892.4967 	EXP 	target
149893.9022 	EXP 	target
149895.3051 	EXP 	baseLine
149896.7078 	EXP 	baseLine
149898.1121 	EXP 	baseLine
149899.5195 	EXP 	baseLine
149900.9251 	EXP 	baseLine
149902.3287 	EXP 	distractor
149903.7323 	EXP 	baseLine
149905.1357 	EXP 	baseLine
149906.5423 	EXP 	baseLine
149907.9477 	EXP 	baseLine
149909.3506 	EXP 	baseLine
149910.7535 	EXP 	target
149912.1579 	EXP 	baseLine
149913.5615 	EXP 	baseLine
149914.9658 	EXP 	distractor
149916.3698 	EXP 	target
149917.7727 	EXP 	baseLine
149919.1757 	EXP 	baseLine
149920.5795 	EXP 	baseLine
149921.9836 	EXP 	baseLine
149923.3877 	EXP 	baseLine
149924.7912 	EXP 	target
149926.1936 	EXP 	baseLine
149927.5988 	EXP 	baseLine
149929.0065 	EXP 	baseLine
149930.4092 	EXP 	baseLine
149931.8139 	EXP 	baseLine
149933.2179 	EXP 	baseLine
149934.6210 	EXP 	baseLine
149936.0253 	EXP 	baseLine
149937.4292 	EXP 	distractor
149938.8343 	EXP 	baseLine
149940.2386 	EXP 	baseLine
149941.6430 	EXP 	baseLine
149943.0461 	EXP 	target
149944.4498 	EXP 	baseLine
149945.8535 	EXP 	baseLine
149947.2563 	EXP 	target
149948.6611 	EXP 	distractor
149950.0668 	EXP 	baseLine
149951.4720 	EXP 	baseLine
149952.8751 	EXP 	baseLine
149954.2811 	EXP 	baseLine
149955.6844 	EXP 	baseLine
149957.0874 	EXP 	baseLine
149958.4904 	EXP 	baseLine
149959.8938 	EXP 	distractor
149961.2986 	EXP 	baseLine
149962.7019 	EXP 	target
149964.1075 	EXP 	baseLine
149965.5105 	EXP 	baseLine
149966.9165 	EXP 	baseLine
149968.3204 	EXP 	baseLine
149969.7221 	EXP 	baseLine
149971.1295 	EXP 	baseLine
149972.5353 	EXP 	baseLine
149973.9411 	EXP 	baseLine
149975.3440 	EXP 	baseLine
149976.7469 	EXP 	baseLine
149978.1520 	EXP 	baseLine
149979.5563 	EXP 	distractor
149980.9626 	EXP 	baseLine
149982.3656 	EXP 	baseLine
149983.7688 	EXP 	target
149985.1727 	EXP 	baseLine
149986.5762 	EXP 	baseLine
149987.9797 	EXP 	baseLine
149989.3844 	EXP 	distractor
149990.7934 	EXP 	target
149992.2003 	EXP 	target
149993.6087 	EXP 	baseLine
149995.0173 	EXP 	baseLine
149996.4212 	EXP 	baseLine
149997.8299 	EXP 	baseLine
149999.2333 	EXP 	baseLine
150000.6374 	EXP 	baseLine
150002.0412 	EXP 	baseLine
150003.4448 	EXP 	distractor
150004.8502 	EXP 	baseLine
150006.2560 	EXP 	baseLine
150007.6602 	EXP 	baseLine
150009.0632 	EXP 	baseLine
150010.4698 	EXP 	baseLine
150011.8735 	EXP 	distractor
150013.2784 	EXP 	target
150014.6819 	EXP 	baseLine
150016.0894 	EXP 	baseLine
150017.4957 	EXP 	baseLine
150018.8983 	EXP 	baseLine
150020.3025 	EXP 	baseLine
150021.7049 	EXP 	baseLine
150023.1080 	EXP 	baseLine
150024.5102 	EXP 	distractor
150025.9146 	EXP 	baseLine
150027.3183 	EXP 	distractor
150028.7257 	EXP 	distractor
150030.1324 	EXP 	baseLine
150031.5353 	EXP 	baseLine
150032.9380 	EXP 	baseLine
150034.3429 	EXP 	distractor
150035.7459 	EXP 	baseLine
150037.1495 	EXP 	baseLine
150038.5525 	EXP 	baseLine
150039.9567 	EXP 	baseLine
150041.3606 	EXP 	baseLine
150042.7642 	EXP 	baseLine
150044.1707 	EXP 	baseLine
150045.5747 	EXP 	target
150046.9776 	EXP 	baseLine
150048.3815 	EXP 	baseLine
150049.7874 	EXP 	baseLine
150051.1916 	EXP 	baseLine
150052.5949 	EXP 	baseLine
150053.9984 	EXP 	baseLine
150055.4025 	EXP 	distractor
150056.8060 	EXP 	baseLine
150058.2120 	EXP 	baseLine
150059.6150 	EXP 	baseLine
150061.0178 	EXP 	baseLine
150062.4220 	EXP 	baseLine
150063.8248 	EXP 	target
150065.2278 	EXP 	baseLine
150066.6308 	EXP 	baseLine
150068.0340 	EXP 	target
150069.4378 	EXP 	target
150070.8412 	EXP 	distractor
150072.2464 	EXP 	baseLine
150073.6513 	EXP 	baseLine
150075.0541 	EXP 	baseLine
150076.4582 	EXP 	distractor
150077.8605 	EXP 	baseLine
150079.2665 	EXP 	target
150080.6712 	EXP 	baseLine
150082.0757 	EXP 	baseLine
150083.4799 	EXP 	baseLine
150084.8818 	EXP 	baseLine
150086.2861 	EXP 	baseLine
150087.6919 	EXP 	baseLine
150089.0991 	EXP 	target
150090.5029 	EXP 	baseLine
150091.9052 	EXP 	baseLine
150093.3093 	EXP 	baseLine
150094.7160 	EXP 	baseLine
150096.1215 	EXP 	baseLine
150097.5267 	EXP 	target
150098.9300 	EXP 	baseLine
